ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,y}$","$S_{x,y,z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,z}$","$S_{x,y,z}HF_{x,z}$"
"$S_{x,y,z}HF_{x}$",,,,,,,,4.906598024265916e-24,3.981770671535278e-35,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,1.30355648920824e-10,,,1647.692136036862,936002450684.8762,,,8.397725552598613e-07,,,2.1086288704202227e-12,,1.516468630548398e-07,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,0.0006069094936662538,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.0683732711044683e-12,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,6.012544073735979e-16,,1.6909215559868158e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,41713039.80823667,,1190798.6200984593,,,8664041251.675838,5913934898.159149,,279975493657607.38,,417144343.1394624,,1.6635462120514593e+23,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1663189471438894.5,1.1541957972632868e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,3.57174117968674e-15,,4.631978550431732e+21,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,2.158904643258318e-22,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,0.7238899545630579,,474241823218.85443,,,,,2.397251734193297e-09,,,,,118.192569788692,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,,2.9730024523488593e-96,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,5.504340271118168e-110,
"$S_{x,z}$",,,3.3636030108550266e+95,1.816748149178025e+109,,,,,1.0188723768444646e-36,,,,,,3.703850517654441e-28,,1.9380051525475528e-43,4.076532116732132e-18,,,8.176314978511565e-41
"$S_{x,y,z}$",,,,,,,,,2.940451758562333e-64,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,5.016203555573073e-23,9.905408958784196e-55,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,3.4008379735803834e+63,1.0095494332045645e+54,2.058954830162331e+17,,,,,,,7.518926038116453e+22,,3.7318242739149896e+22,2.4505832747531424e+19,,9.81477192557802e+35,2158105237494.1282
"$S_{x,y,z}HF_{y}$",,,,,,,1.99353951433846e+22,,4.856833114309548e-18,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,4.633694328832381e-13,,58.481202594182605,2787941.439049025,,,0.07476810676756099,,0.00033654588030911087,0.046780511803162526,,1.2230448589959315e+40,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,0.017099511563386943
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,3.586875914944264e-07
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.4859449660070478e-06,9.9713787751902e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,1.3299771735093533e-23,,,,1002870337.7391512,34364.701361990315,,,3.0608587444963216,2.4289916562137942e-05,,2.699892976872284e+27,13.374686657625276
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,672972.4336205713,,2.9099627244427842e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,2.679654578030058e-23,,,,,,0.3267057004175979,974847.3339848297,,1.8423370478900535e-24,,5.1599450016192e+42,2971.363069669786
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,1.0258016462048012e-06,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,4.080661164639403e-20,,,,,,41169.346853943345,,5.427888459091975e+23,,,2.4530654275861056e+17,21.376422819136334
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,6.700178536334125e-35,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.492497542531353e+34,,,,,,,,,,,,,,,,,,5.17777744242397e-126,
"$S_{x,z}$",,,1.9313305971912368e+125,15047.430087942157,,,,,9.48060550003149e-35,,,6.815235535015316e-30,,,,,3.834300176806149e-19,1.8838172108163908e-31,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,6.645653072688621e-05,
"$S_{x,y,z}$",,,,,,,,,1.660554614145531e-19,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,7.797824554514802e-71,2.1208042546189494e-63,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.2824089500975215e+70,,1.0105110341070967e-19,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,6.022084377601567e+18,4.715192351307653e+62,9.895982985318074e+18,,,,0.006374793535259873,,,,,12555776.49803158,275126.5829476601,,1.0547849501771575e+34,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,1.2977186838101755e-09
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,770583033.4999442,9.862710787137134e-06,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,156.86782551762036,,,,,,,,82.7390100035413,1.8459311091412616,,1.4673007188998827e+29,101392.00282585512
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,11441762375434.426,,713407.7434002843,,5.494561158068362e-06,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.00026977915005764144,1.4017229407039283e-06,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,8.739912324582178e-14,3706.735675408342,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,6.003876953108232e-06,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,7.964461617780262e-08,,,0.012086197308345837,,181998.1562188225,,,,4.2214075980673925e+19,166559.04306671306,2.608037852771789e+18,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,3.6346905823718212e-06,,,0.5417320262104506,,,,,2.368878097575347e-20,,,5.308370654319638e+30,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,0.01492865103928485,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,66.98528871553718,,,,,,,7.484478969696092e-122,,,1.3661702606205834e-64,1.1981163427936811e-68,,,,,2.560378538111882e-81,,11088700321245.975,
"$S_{x,z}$",,,9.01818942733981e-14,5.763533947104338e+27,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,1.7350466036595668e-28,
"$S_{x,y,z}$",,,,,,,,,3.169351346726844e-78,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,4.209535432928804e+68,,0.00028768395690428514,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,2.375559051427785e-69,7.012409014788942e-66,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,1.3360983497300215e+121,,,3.1552197613961373e+77,1.426043457948663e+65,3476.0367271113014,,,,17863934852.360443,2.154837831611252e+17,,,,,7.81482131460795e+22,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,4.2768498008294055e-13,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.9554292201849133e-06,,,,,,,,,2338169556027.1274
"$S_{x,y,z}HF_{x,y,z}$",,,7.319731872554081e+63,,,,,,5.59787084012941e-11,,511396.67428383627,,9.968979606352325e-10,,,,,10182715201691.13,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,8.346434851796382e+67,,,,,,4.640720453901921e-18,,,1003111691.9557052,,1187241.5122047865,1.907609318839046e+19,,,1.6963288601268947,251198352685.76987,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,8.422886074316366e-07,,582.6799575047717,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5.242163529629804e-20,0.001716207992261019,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,3.2402026155003913e-06,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,3.980917825726844e-12,,,308622.675389566,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,3.905672482075393e+80,,,,,,1.2796197887861338e-23,,,9.820563378163826e-14,0.5895083338529031,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,7.130579302842155e-156,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1.4024106002178717e+155,,,,,,3.405687872926668e-57,,,2.369657095614919e-34,,2.184387446124392e-08,,,,9.144585062143388e-39,,1.0344276944948071e+94,3.0738789822959546e-32
"$S_{x,z}$",,,,9.667181237721784e-95,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,9.093133029664927e-68,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1979095053004613.8,,4.336033798324454e-09,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,5.052814408695654e-16,1.6153340899301173e-42,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2.936264382738788e+56,,1.0997309692244204e+67,6.190669820156288e+41,230625508.5895372,,,,1494787858.5402293,,75.77312146330594,,,,6.088628979623892e+27,,,1.646881931772056e+18
"$S_{x,y,z}HF_{x,z}$",,,,3.2532185091199515e+31,,,,,6.072080704194704e-19,,8.508821296959112e+16,5258.482378126348,,531752.3093299472,,,,3413504097.861183,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,1.1752509132579628e-17
"$S_{x,y,z}HF_{x,y,z}$",,,,4.220019857938572e+33,,,,,6.689912513582856e-10,,,,,2.0558049604109595e-11,,,,40566.762715130986,,,0.00019016893622382177
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,8.454106009656481e-11,3538.0638151225085,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,45779424.42281616,,,,,0.013197291871950428,,,48642746722.437035,11828571807.093218,,7.438077580021788e+34,,,115898844749554.48,2.3639303015198154e+26,,1.8805748136008744e-06
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.00028264046446131556,1.3444334093609586e-35,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,4.230243164771318e-27,,,1.6188672959295926e+22,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,6.17715857571745e-23,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.0935433299645104e+38,,,,,1.6424058738783132e-28,,,2.465072224328638e-05,,8.628213699290079e-15,,,,,,,2.929540938962327e-10
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,32.01647671884323,1e-160,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,0.031233917734972135,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,9.592989776899522e-45,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,,1.042427880417488e+44,,,,9.044335267300912e-53,,5.759904518010181e-35,,,,5.857312209840184e-46,,,9.692657158459678e-53,,,
"$S_{x,y,z}$",,,,,,,,,3.65506316978375e-91,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.1056644523289865e+52,,2.73593082676917e+90,8.651574691165133e+124,2.0743211251232772e+19,,,1312285603796.3901,,,,2.646457724660997e+19,,,2.9462331029241672e+20,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,8.633094251650202e-97,1.1558589455641942e-125,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.158333235860192e+96,,4.8208543406728786e-20,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.945531244214248e-34,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,1.7361398906408614e+34,,,,,7.620292389911462e-13,,,35485410.3171465,,,4771584.172359917,,,10630807.765576947,,,5.1399842740838386e+33
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,2.8180595660656664e-08,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,657340.4291640172,1.0948727770976681e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.5212817523969512e-06,,0.05862353363281337,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,1.7072677094453273e+45,,,,,3.778635837185334e-20,,2.095740039110371e-07,,913348.1267575575,17.057995962226844,,147329568.68769753,,63.29219260618381,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.3602044241330415e-11,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,6.78750375031474e-09,,73518361082.92133,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.0317088324198154e+52,,,,,3.394164565619365e-21,,9.406622921336671e-08,,,,0.015799737042168728,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.232727239230674e-88,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.3826043301839864e+87,,3.9627221585884544e-06,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,0.0002275534542906419,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,252351.78243134916,,,,,1.6322785638501771e-49,,,,5.332990236184363e-53,,,,,1.421844008714585e-35,6.026416719076175e-08,,4394.571829802914,
"$S_{x,y,z}$",,,,,,,,1.8163042042847322e-62,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.5741642007328932e+70,3.8757074214088295e-06,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,6.126405272646756e+48,,5.505685653542843e+61,1.6494231141655396e+59,,258017.4123764217,,,1078358.3676499624,,,,,0.004749979992482066,941324599256725.2,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,6.062725757944228e-60,6.352577447349038e-71,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,5.785919383594145e-06,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,172833.37939956083,,2.5808520110144457e-22,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.8751206278515108e+52,,,,9.273355036686674e-07,,,3.8746894271048644e+21,,,,,,5.878766084590943e-08,405656988165.71173,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1055157278.2413762,2.3747190776307825e-10,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,137169130527.01572,,4211024408.822635,,8.540378545279756e-21,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,7.290270020360362e-12,9.477260126250502e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,7.033120327342012e+34,,,,210.52720255300648,,,,17010372.34022864,,1.1709082855029853e+20,,94683997.76493771,,9.613867522206171e+25,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,1.0561446745020186e-08,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,16593608.550742505,,,,1.0623328029349335e-15,,,,2.4651368746826518e-12,,,,,1.0401641146918176e-26,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.5965372839335265e-144,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.175550720529001e+143,,,,,,,,,,,,,,,,,,6.441000435704384e-46,
"$S_{x,z}$",,,1.5525538462265924e+45,85.77170751032584,,,,,8.529688467243162e-51,,,2.063431354384795e-59,,,,,,4.157608043195271e-43,1.6577621894081476e-53,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,0.011658856154631322,
"$S_{x,y,z}$",,,,,,,,,9.13288395894677e-35,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.3012648639789665e+23,,8.165730208796572e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,1.0949443839373197e+34,2.599862175492261e+22,1224630222.1970856,,,,0.009169045721135409,,,,,,3077420345.8139205,2.8968063747610595e-11,1.1723757600765049e+50,
"$S_{x,y,z}HF_{x}$",,,,,,,,7.684830565102877e-24,3.8463577393700067e-23,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,3.081297300581839e-11,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.0397973080835258e-11,,,,,,,,,32453862852.22042
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,109.06260372275354,,96172589813.98239,,,,,,,711197.6401701401,2468.274706426619,4.8462964269443633e+58,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.3481567070617116e-20,,11.49827181571499,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.538317451408612e-07,0.08696959125920764,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,7.417535326286258e+19,6500608.8248190675,,,,2.3427682855104974e-13,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,2.4404032151562238e-12,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,34520774626.59147,,,0.00040514129055259173,4268454572245.9126,,,409768350487.92725,,13355055903335.44,,6.032228303849895e+52,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,3.249474844605665e-10,,,1.4060789062246743e-06,,,,,,,7.487800929011828e-14,2.4052291356244925e+42,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,9.725305660829685e-12,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,102824531677.97792,,,,,,,,,,,,,,,,,,8.846507139014308e-85,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,1.9504151216974688e-20,
"$S_{x,z}$",,,1.1303896377247727e+84,5.127113653270328e+19,,,,,1.2240745851571614e-58,,,,3.907489228291998e-29,,,,,5.51756286677407e-26,,,1.2551964251177507e-23
"$S_{x,y,z}$",,,,,,,,,7.100265222890678e-73,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.066414850485665e+20,,0.03336274499390659,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,9.377213750770458e-21,2.050470478871137e-23,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,1.4083980930403576e+72,4.876929515954497e+22,29.973552841129866,,,,,382507833099384.1,,,,,5.990168549448001,,8.169436831102967e+57,166523279.98002106
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,1.7856652185651865e-06
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,6.005166365447383e-09,,560015.3878807796,123472784.44206277,7.507779127603286e-07,,,,,6913.156972557785,,7.966880561392528e+22,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,8.098950748690946e-09
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,7.552673660625266e-16,,3.213221616019824e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,2.614325547001746e-15,,,,,1324034434604728.5,4.284079431659508e+18,138597029169.3168,,5824.77605746831,,2.559188116910331e+28,1331951.8102542139
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,2.334223760208465e-19,31121413.942144677,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,7.215161868861935e-12,,,,,,17933979703.491055,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,5.576007202714401e-11,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,0.1669402107378349,,,,0.00017168042000822287,,,,,,,1.8123943924986317e+25,0.00014465171324324957
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,2.904916105221399e-52,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,1.3043312021829423e-07,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,3.442440207490208e+51,,,,,,3.0793314903211068e-71,,,2.1785430480179025e-39,,4.701694772916554e-14,,,,3.494751097554894e-20,,7666764.379525611,
"$S_{x,y,z}$",,,,,,,,,8.804706909718274e-89,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,5.0330980802508356e-46,2.6051626926487752e-43,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.9868478302138765e+45,,5.5204114740417394e-17,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,3.247458102978455e+70,,1.1357561475399493e+88,3.838531861452611e+42,1.8114591723863936e+16,,,,7.816189016844545e-05,,1.5468432235129048e+39,,,,3.4935606004445372e+16,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,0.07556060267655532
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,13.234410057323121,2.1091351412280284e-14,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,4.590223731910311e+38,,,,,12793.958767436608,,,,,1.1420145619604938,,,,236629053345.56784,,,47412798755880.445
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,164.66733091956706,6.58890976288327e-05,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,6.970199517633466e-19,0.006072849996508762,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,21268926382894.062,,,,,6.4647792665696565e-40,,,0.875645576955956,1.434679161579469e+18,,15177.017685584535,,,0.0001307830175841029,4197362.276828118,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.6753048074499041e-15,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,2.3824486285603267e-07,,,596906303589117.2,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.8614341110004974e+19,,,,,2.8624091990067535e-17,,,4.226023752626953e-12,,7646.252689932987,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,0.23328201503706222,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.286657074018874,,3.275844562225868e-17,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,3.0526478927941588e+16,,,,,,1.0396726752340812e-21,,0.060128660677285346,4.160562133818051e-13,,,,,,2.2590040445943935,,29460007716.99349,
"$S_{x,z}$",,,,3.394432240501986e-11,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,2.3554627933831466e-131,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.595826588172489e+43,,0.8670856161008383,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,9.618411869628594e+20,,4.2454502054082625e+130,5.283102452391142e+58,1.1532886504297684,,,564670.6947205863,0.0014475105773141827,,,,,,8.055101991326378e-06,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.8523374579656297e-44,1.8928271957841704e-59,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,16.63100406255627,,,,,1.7709436833707582e-06,,,1.1607754304883916e-07,,,,,,6.82248191712389e-08,,,2.7625229028295194e+18
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,3.619879491227921e-19,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2403521370037.3784,,,,,690.841238518252,,8614930.793110033,,,,352999978658.7015,,,366584.70736762974,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,85373669.76225445,0.5001260757828786,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.1713213251635597e-08,,5.7718751972212456e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,2.8328613610678184e-12,1.999495823997254,17325.391936427004,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.0323942914630957,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,30.869636433913744,2.3869869640943177e-09,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,0.4426729568691636,,,,,124144.92095528847,,14657422.50617153,2.7278824781884567e-06,,,,418938190.7158529,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,8.0755325022667925e-103,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,5.054060045156271e-68,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1.2383084331829526e+102,,,,,,2.1854557748085037e-36,,7.685428642546007e-35,1.5207754956950678e-36,,,3.1936947321083446e-38,,,11.612002895924777,,1.9786072802169886e+67,
"$S_{x,y,z}$",,,,,,,,,2.2387864709194275e-47,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,4.575704580833364e+35,,4.466705570135587e+46,3.4772801323852154e+40,14104128.549117643,,,9785713890.505861,6.796625739467886e+16,,,877952062293.4703,,,67164902506560.34,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.6318660683957028e+71,,7.090122558919531e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,6.127953876650587e-72,2.8758108692096e-41,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,1.301163599989815e+34,,,,,1.0218978514896128e-10,,,8970.434853508872,,,3645.0783901999725,,,5326561597363.129,,,326835940.38079715
