ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,z}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,2.5162206713881608e-08,,,2464.392666456186,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.0004057794902619991,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,8.945662931246515e+63,,,,,3464.05964255504,,,3.80696349271538e-45,0.10458307416281272,,,,,,,,
$S_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0000000000000003e+160,,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{z}$,1.0000000000000003e+160,1.0000000000000003e+160,,7.414890488615361e-122,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.3486375847834507e+121,,6.1132369123189514e+60,1.7199956518090876e-18,,,8.977436576300532e-22,,,1.9175942289658686e-64,,,3.9447468234166326e-45,,,4.964594939557575e-28,,,
"$S_{y,z}$",,,,1.6357946115009426e-61,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,5.813968186188157e+17,,,,,3.4048772692336855e-08,,,1.9942411612574122e-47,,,5.538159198391697e-32,,,3.9118590013021175e-22,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,76435009682899.27,0.0009768340432485397,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.1139037201776422e+21,,29369634.23134085,1023.7153454177542,2.3671120150939373e+17,,0.003976055792840748,,1.7155767790034594e-45,,,1.0221929998971916e-25,,,5.542737143309075e-07,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.3083010051920343e-14,,4.2245571549782176e-18,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,251.5055250986647,,245277805.62248692,3.1582369872656406e-27,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,4.077009729690441e-09,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,5.214867592396153e+63,,5.014438671847884e+46,,,5.8289434331285235e+44,3.166323502739377e+26,,,,,1744579154.6522074,,,232463528851963.4,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.3711285905719272e-10,,6.2431139009757875e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,7293261965.917279,7.662916814803919e-11,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,2.5350169345820724e+44,,1.8056541247322829e+31,,,9.782888359640266e+24,,,5.73204143436734e-10,13049861092.947128,160176.47857485054,,4640653842098.892,,7.145522852783035e-08,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.032510136365908014,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,2.1548687620874484e-13,,,,,30.759637201911502,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.0142630207996704e+27,,2.5563293556008425e+21,,,1804162.770387104,,,4.301750063498418e-15,,,13994777.157706808,,,,,,
$S_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0000000000000003e+160,,9.6474266532516e-148,,,,,,,,,,,,,,,,,,
$S_{z}$,1.0000000000000003e+160,1.0365458437177715e+147,,9.999999999999997e-161,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,2.174181101862874e-78,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.0000000000000003e+160,,4.599432858390607e+77,,,,69158389380526.94,,,2.8725852053320926e-73,7.749095565014486e-10,,,,,1374384.5423868056,,,
"$S_{x,y,z}$",,,,,,,,,1.114294394278357e-28,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.4459561724286944e-14,,8.974289067007495e+27,4000719123864592.0,5.542249939918481e+55,,,,2.4857179553016487e-64,9.45456161379642e-19,,,,,2.3709903987144302e-11,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.0067871928929031e-65,,1.8043213691923616e-56,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,9.932585625434897e+64,2.499550628373095e-16,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,5.0759935541066567e-20,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.9700576632745423e+19,2.734960704521816e-41,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,3.481184816185086e+72,,,,,4.022982566735521e+63,3.6563596630352365e+40,,,9.520277139479637e+29,,,,,3.6273903051058005e+39,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.001867930733449293,,4.8474575696036496e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.09097922324732384,20629370.87413773,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,1290473180.5280435,,,,,1.0576904999389564e+18,,,1.0503895898713915e-30,,535.3517569430505,10.991520528610527,,3220223415.556117,137634191.236215,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,8.044262516305161e-11,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,3.105374599691571e-10,,,12431220363.247341,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,7.275984043471298e-07,,,,,42176467713.33228,,,2.7568028689728577e-40,7.2656364746151475e-09,,,,,,,,
$S_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0000000000000003e+160,,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{z}$,1.0000000000000003e+160,1.0000000000000003e+160,,1.2479088456457832e-107,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,5.153634785652336e-52,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,8.013405814769328e+106,,1.940378085742492e+51,,1.0706778256736213e-06,,,,5.908792263613914e-07,,1.2556320167720394e-19,,,4.167326581718956e-31,,,,,
"$S_{x,y,z}$",,,,,,,4.728583954848318e-35,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,5.772734647080335e-13,31068431943.239094,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,933987.7748666796,,2.114798023147456e+34,,7.5252378383910865e+31,1732281251669.4631,,1.3934696313198943e-14,,1.6689376100669958e-32,,,4.477410858031118e-17,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.3288616539112635e-32,,3.218701226463453e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,1692393.225867757,,,71763314931578.38,,,,,0.00022665181384119614,1.0885040103304036e-16,,,1.9901920432286812e-11,,,3.7157452050522832,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.26912501929365445,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,4412.053815288022,,2.3436746534194144e-16,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.05549574337146218,58555917164752.97,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,2.3103997655903165e-19,,1.7077693398369958e-14,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,7.964116768627686e+18,,,5.991835728118423e+31,,,,9186920677457686.0,4266803835340384.0,,4.328255286783653e+18,18.019400034097647,0.14375967393751204,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,2.3996199491221918e+30,,,2.2334336332041164e+16,,,,50246407295.333336,,6.956053617891966,,,,276.46836775545967,1011672.3832565055,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,0.0036170503270179337,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,9.884622893244029e-07,,,,,
$S_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0000000000000003e+160,,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{z}$,1.0000000000000003e+160,1.0000000000000003e+160,,9.999999999999997e-161,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,1.5320449572471479e-145,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.0000000000000003e+160,,6.527223599213747e+144,,4.290495545622817e-13,,,,,2.0221610103218506e-29,1.0714674338385303e-39,,,,,0.08378765652790023,,,
"$S_{x,y,z}$",,,,,,,4.0266200104694594e-91,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.2509521559526391e-45,2.6017734371448365e-52,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2330733103825.7446,,2.483472484118041e+90,,9.11279707089292e+22,7.993910840166934e+44,,,3.110447972172398e-28,2.1386102288472218e-26,,,,,1.3194550595631695e-05,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.0973579157096436e-23,,3.843532206622077e+51,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.2593048782455313e-13,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,1.9874486902537795e-25,,,,,,,7940888797264.121,,
"$S_{x,y,z}HF_{x,y,z}$",,,,4.9452046345253115e+28,,,3.214970991144983e+27,,,,5.031576437187462e+24,,1206.089419967202,,,,,1.5458299672824413e+22,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.0022501334802658337,,9.980565960479226e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,9.869292838259365e-06,10019.471881251751,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,9.332994810840878e+38,,,4.675933868225401e+25,,,,,0.0008291259200559058,,444.4180795362677,101324.38224179484,0.010011199135071557,,10333979136169.562,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,99.88813392960769,,,,7362.111220549856,8.404875130631388e-06,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,0.000135830602125203,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,11.9349322017022,,,75788.86395199159,,,,,6.469016781696847e-23,9.676814582486804e-14,,,118978.56713605669,,,,,
$S_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0000000000000003e+160,,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{z}$,1.0000000000000003e+160,1.0000000000000003e+160,,909.7388517907684,,,,,,1.5213236215943649e-19,,7.734973643774245e-47,,,1.892989654872031e-22,,,2.2481827120170536e-26,,,
"$S_{y,z}$",,,,1.2784151939153074e-114,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,0.0010992165477285679,,7.822184879838405e+113,4.027716721321133e+53,,,,8.791273703277274e-21,,8.583911944203272e-18,,,1.1748278651802148e-10,,,2.093097625912592e-27,,,
"$S_{x,y,z}$",,,,2.4827962570118127e-54,,,,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,3.7995626282134415e+33,1.7896198912908578e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,5587778750484.815,2.335200588211408e+41,,8.956776346363733e-14,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.631881871283172e-34,,4.282287376288847e-42,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.0002705652230385887,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,6.573223381307839e+18,1.1374916010489048e+20,,,,,11164731163639.912,,3695.966498463764,1.0882262307046622e-18,,,0.0011979163160779215,,,44.84240795408554,,,
"$S_{x,y,z}HF_{x,y,z}$",,,1.2928292274206823e+46,1.1649700119248094e+17,,,,,,9.1892657223716e+17,,,,,3.721100530168596,,,1.0879118820657256e-07,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,5.282649048959548e+21,8511885269.648445,,,,,,834.7828530076991,,0.26873770055190954,1685.479200448847,3.7637047673777047,,,,1.1463992112149417,,585416.3624227839,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,6.375408097043224,0.0005933030794646992,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.15685270413728936,,0.2656956540979521,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,0.6746240351656762,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,1.7081859411333064e-06,1.4823071042145972,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,4.4480370507911575e+25,4.7776080179919906e+26,,,,,,0.022300318953074667,,9191920.931143813,,,0.8722964829504817,,,,,,
$S_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0000000000000003e+160,,1.3618768906720335e-83,,,,,,,,,,,,,,,,,,
$S_{z}$,1.0000000000000003e+160,7.34280761241597e+82,,9.999999999999997e-161,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,4.0925858647746575e-34,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.0000000000000003e+160,,2.4434429308059517e+33,,1.3392720515021054e-21,,,,,9.894129826779455e-59,3.369141192317815e-66,,,,,3.342302938992291e-18,,,
"$S_{x,y,z}$",,,,,,,2.761673544134076e-30,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,7.466742838980447e+20,,3.620992793025978e+29,,734505.3841821598,104740.64357635254,,,9.673967293718156e-19,1.42317689172064e-24,,,,,0.07637565905736637,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.3614604079634585e-06,,0.05872470915057543,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,9.547392166547388e-06,17.02860711384556,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,,,,,,,0.013622517204413155,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,73.40787205436891,3.6479163462769424e-51,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.0107003016004496e+58,,,1.033702068281082e+18,,,,,,403005183332048.5,,,,,1.073230684444998e+35,2.7412909317961698e+50,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,6.352852809095011e-05,,1.6586393824504928e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.00018868310832736743,6029038081.337419,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,2.968115442238399e+65,,,7.026533425447812e+23,,,,,2.481357663273698e-15,,15740.959692444912,5299.891489305911,,234924187018473.03,965986835.7783117,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,4.256692393794965e-15,,,14.023009025378112,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.07131137106096502,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.991949019143972e+17,,,13.093176705013988,,,,,9.31766128655865e-36,1.035210794766456e-09,,,,,,,,
$S_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0000000000000003e+160,,5.428023498455451e-114,,,,,,,,,,,,,,,,,,
$S_{z}$,1.0000000000000003e+160,1.8422912138913017e+113,,9.999999999999997e-161,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,4.5806809230135877e-94,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.0000000000000003e+160,,2.1830815479330722e+93,,,,1.1533698760209832e-06,,,1.3019961345256307e-57,2.0461477394366667e-26,,,,2.0520453190227708e-30,,,,
"$S_{x,y,z}$",,,,,,,,,5.6493833753333204e-64,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,5812.5584210668785,5.025044628766378e-27,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,0.00017204128157673686,,9.773300234378092e-09,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,867024.551958913,,1.7701046885333728e+63,1.9900320770792727e+26,102319582.53798936,,,,5.195870122534268e-32,2.564541852801121,,,,325.9684443350044,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,2.6021442451963696e-22,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,3.842984499595007e+21,3.2065290954608885e-40,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,7.680514353941149e+56,,,,,1.924605458598825e+31,3.118636913089558e+39,,,1.9702627544697635e+33,,,,1249632294445417.0,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,4.887232630989363e+25,,,,,0.3899331956340466,,,5.075465177075429e-34,,58.59484079796322,5923299.4050561525,,0.0005223131988057019,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.6882482745113235e-07,166447.76856650147,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.017066348954646537,,6.0078906951550175e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.4637467063615241,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,4.87318672121833e+29,,,,,0.0030677816131560267,,,8.002354008014789e-16,1914.5600805925556,,,2.1563495466001816,,65639785197.61376,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.523466289521547e-11,,,,
$S_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0000000000000003e+160,,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{z}$,1.0000000000000003e+160,1.0000000000000003e+160,,,9.889704323660286e-155,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,,3.4760659847360328e-09,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1.0111525757221923e+154,287681535.5034,,,,,8.385483901230314e-48,,,1.4556857730818178e-122,,3.826148720831574e-62,,,,3.6448568358295424e-16,,,
"$S_{x,y,z}$",,,,,,,,,9.828154326285368e-27,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,1.192537022047446e+47,1.017485040223171e+26,2.1670622096672907e+23,1.3146071290444189e+17,,,,4.3528026327835155e-46,,9.523977986853553e-30,,,,6.7571592156902e-06,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1160.8038035938341,,7.606835364774681e-18,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,0.0008614720221488013,4.6145421923698725e-24,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,8.034036419771859e+29,7.504215237827431e-48,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.2447043400736746e-30,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,6.869614435283722e+121,,,,2.297370417092684e+45,1.3325843786558462e+47,,,,1451.9146278755231,,,,2.0348818664418474e+44,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,2.6135941725303876e+61,,,,1.0499814272779218e+29,,,0.0006887457298114177,124602601232.58952,,6.449379163945148e+29,,106229519.71316598,2.6424101579442864e+16,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,8.025514636996617e-12,337828139860727.25,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.9600849722354662e-15,1.5505368417326703e-30,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,9.413579226378268e-09,,,,,,8172.245838750168,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,0.00012236538397539644,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,2743591984655845.0,,,,147991.18506457398,,,4.914290192917093e-45,,3.784423841217629e-17,,,,,,,
$S_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0000000000000003e+160,,3.4445484116569225e-120,,,,,,,,,,,,,,,,,,
$S_{z}$,1.0000000000000003e+160,2.9031381780434095e+119,,9.999999999999997e-161,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.0000000000000003e+160,,6.8509221635090036e+59,,,,9830484.848504553,,,4.425936924564131e-60,,,8.001754094659856e-44,,,6.132900066612073e-13,,,
"$S_{y,z}$",,,,1.4596575119863944e-60,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,6.924885982944249e-80,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,65735410271.33701,,0.35835263929433264,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.017243824094926e-07,,1.4440670972243658e+79,7111048288568285.0,2.790547327819876,,,,3.1501082513524486e-61,,,7.66978685217008e-40,,,286.1139919413555,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.5212501083849413e-11,1.406262423512999e-16,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.1697955268453682e-09,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,854850251.220175,2.461023277000859e-45,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.259408611202656e+59,,,,,3.174494081499155e+60,4.06335043372144e+44,,,,,3.5674563335017785e-09,,,1.5068711353955293e+33,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,4.18424613396609,,5.6545247646018635e-24,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,0.2389916768715844,2.451256040298726e-22,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.2497259827909124e+43,,,,,1.3038171976279382e+39,,,280311770.21259016,4.079541196676189e+21,1.76849521689275e+23,,4.3517558457972965e+23,,8.165641010024558e+29,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,2.2979230348268478e-24,,,,,23693338.48927164,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,4.2205955925240376e-08,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1630549966799.6682,,,,,0.0034951104390762164,,,6.6362675381496115e-34,,,1.2246435996541471e-30,,,,,,
$S_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0000000000000003e+160,,9.043619854078493e-154,,,,,,,,,,,,,,,,,,
$S_{z}$,1.0000000000000003e+160,1.1057519180762772e+153,,9.999999999999997e-161,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.0000000000000003e+160,,9.529598037009352e+35,,,,16270330985160.928,,,3.748045543206805e-55,6.512273056493371e-70,,,,,1.0227138778897124e-32,,,
"$S_{y,z}$",,,,1.0493622040681866e-36,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,2.0034309741908627e-15,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,6.146156466712525e-14,,499143725380344.56,1564734076745.9895,42430802244160.59,,,,3.057952033206535e-49,1.2126297836419956e-58,,,,,3.6633501911453005e-23,,,
"$S_{x,y,z}HF_{y}$",,,,,,,615.1630881154347,,2.3567784418632386e-14,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,0.0016255851810997332,6.390862286834023e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.8231429702048842e-31,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,5.485033353624594e+30,8.319130498584622e-19,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.6680572273527017e+54,,,,,3.2701624784853504e+48,1.202048699885325e+18,,,5.816843150169016e+22,,,,,845466700132770.6,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,1.5355621475406384e+69,,,,,8.246539986809607e+57,,,1.7191455471357233e-23,,102404790496446.52,6.147360581710945e+20,4.513073506824316e+22,,3.779004133554572,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,9.7651681640294e-15,,8.987993753813777e-12,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.6267144032108785e-21,111259534373.36124,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,2.2157848714138563e-23,,,,4024687.2382511264,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,2.484665120051755e-07,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,9.777905840716852e+31,,,,,2.729741760471341e+22,,,1.1827786947054947e-15,0.2646199804654326,,,,,,,,
$S_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0000000000000003e+160,,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$S_{z}$,1.0000000000000003e+160,1.0000000000000003e+160,,9.999999999999997e-161,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.0000000000000003e+160,,1.2320316352562588e+81,,1.15067601387727e-28,,,,,6.382732014829926e-88,,,1.684369380263625e-60,6.356607273627478e-43,,1.0245264142642211e-22,,,
"$S_{y,z}$",,,,8.116674697172066e-82,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,2.1884274689654712e-87,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,0.468464818227661,1476803827002.2834,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,8.690543540839455e+27,,4.569491171999989e+86,,4204687193861477.0,2.1346320173696105,,,1.5719323978858254e-55,,,2.9585348962808307e-22,4.90520171873471e-15,,1.3964925895240314e-10,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.378298203633136e-16,,6.771380069009353e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,5.067994473727062e-11,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,2.229765526320562e-71,,,,,,,19731671081.807404,,
