ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x}$",,,,,,,,2.236785024382146e-16,2.2151947632754606e-10,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,3.4601961157571656e+18,,,5.311834293791044e+50,4470702320962758.5,,11.95130270195812,,,6.369603472784714e-40,1.7326801441908153e-41,,,,,8.010302538781503e-46
"$S_{x,y,z}HF_{y}$",,,,,,,4514275749.376397,0.08367288695952438,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,43795633363090.836,1.749133870264584e-24,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,2.2833326594672768e-14,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,1.853740054010123e+43,,,,,1.5699564412018447e+39,,5.7171152934608384e+23,,,0.014095830470436664,,,,,0.00011976067661750073
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,2.965353276758088e+99,,,,,5.771405665106258e+40,,,,70.9429644530211,,8833495229.191444,6471220.895261315,,8.401920655484978e+26,0.7956347442777983
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.1320547235881995e-10,,29959610097153.227,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.5453034538386268e-07,3.3378271504775705e-14,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,7.738879117414136e-19,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,1.1902040509596762e-27,,,1.2921767930833623e+18,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,1.5935007242312583e+47,,,,,1.2483922987409614e+45,,,,8349.98622455903,1.2568581339515346,,,,,
$S_{x}$,,1.814326075419433e-139,1e-160,,,,,,,,,,,,,,,
$S_{y}$,5.511688408980296e+138,,8.743133277257776e-56,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.1437547253238752e+55,,,1.1158277736265824e+91,,9.618273052315205e-48,,,,,4.351481190630099e-59,1.461134221529433e-38,,,1.3528213495613087e-87,,
"$S_{y,z}$",,,,,9.650542132358248e-22,,,,,,,,,,,,,
"$S_{x,z}$",,,8.9619565280211e-92,1.0362112162041156e+21,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,6.730590900704848e-75,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,1.0396876804815715e+47,,,1.4857536503894137e+74,,1533990388441.5244,385929347410610.06,,,2.515969788292308e-38,5.398499515088455e-35,,,3.388718911506774e-18,,
"$S_{x,y,z}HF_{z}$",,,,,,,6.518945669639832e-13,,6.101481734688982e+16,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.5911478531225784e-15,1.6389461502681597e-17,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.1612811568864698e+17,9.435299049935323e-37,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,8.611179076401418e-18,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,2.2980680742761042e+58,,,,3.9746105245514135e+37,,,1.0598498200296627e+36,,,16478845.964283522,,,607270646357997.5,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,6.843998212246759e+37,,,,1.8523665644593745e+34,,,,,6.068386112519127e-08,,4.29992620803132e+22,1.4242860663584298e+23,2.7451769845664304e+17,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,2.325621305156863e-23,,1676.4569578964554,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,7.021061454015125e-24,0.0005964960778084969,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,7.391959036751444e+86,,,,2.950967684585429e+17,,,,,1.646712229542676e-15,3.642752382167224e-18,,,,789977.5458568388,3.2853553853725994e+29
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,1.2658587642707782e-06,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.0438107379563986e-30,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,8.975797452997545e+67,4.595605425715101e-32,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.1141071367046516e-68,,,,,,,,,,,,,,,,
"$S_{y,z}$",,2.1759918604073684e+31,,,1.1727366735549256e+22,,,4.147573493251011e-79,,,,2.388084705827658e-97,,,4.4745160882888016e-92,,,1.2173742152211054e-126
"$S_{x,y}$",,,,8.527063428217798e-23,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,1.6146546137908484e-43,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,0.0005772310746320047,2.1060611120301707e-11,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2.4110482951711736e+78,,6.193274967035974e+42,1732.408465080502,,678.0685341763708,,,7.743375195446402e-45,,,1.715748092410757e-49,,,4.208027062873185e-60
"$S_{x,y,z}HF_{x}$",,,,,,,47482002981.197174,0.0014747771789980929,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,760178.4253882008,1.0362023775761643e-66,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.3154806379690786e-06,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,4.1874561549667555e+96,,,,1.291426509447797e+44,,9.65062444982179e+65,,,,,131.60398419293318,,,8.891402248988337e+37
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,2.6289202102804586e+23,1.8425112516758483e-11,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,3.803843099115275e-24,,1.6417322782444362e-26,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,2.2348785438883786e+91,,,,5.828361426850976e+48,,,,0.007598554148132679,54273752688.91597,6.091127117688983e+25,,,7.921559266473342e+42,1.2151166403780324e+26
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.008520558411554847,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,1.2623777293850854e-43,117.36319988651051,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,8.214401023915026e+125,,,,2.376410572125012e+59,,,,1.1246819927799127e-38,,,8.229662624724587e-27,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,9.967463671042652e-71,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.003264253578558e+70,,,9.773069952728305e+42,,8.641474591608694e-60,,,,,4.2625428988322614e-107,,,2.9939502749116602e-74,,,7.539453377472317e-90
"$S_{x,z}$",,,,,3.877900507314732e-06,,,,,,,,,,,,,
"$S_{y,z}$",,,1.0232199348177534e-43,257871.49466927766,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,2.7526316653182127e-55,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,1.1572099060165614e+59,,,3.632887075301435e+54,,568295774757443.2,24034052.32153981,,,2.1124435714210663e-45,,,8.075180261090949e-28,,,5.0601121227516035e-30
"$S_{x,y,z}HF_{y}$",,,,,,,1.7596470788944618e-15,,1.4775268129842565e-14,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,4.1607631814289574e-08,67680666855732.74,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.2685692755308063e-08,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,78828962.61866117,,6.619139821931963e-26,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,2.3460174448307686e+106,,,,4.73385426019824e+44,,,,1.5107703219783696e+25,,,,1142341428808612.5,,,9.633738525608272e+18
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.712421714684216e-21,4.033591697444148e-18,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.8396830139730375e+20,,1.1287410009450815e-05,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,3.3400688327380656e+73,,,,1.2383624484748047e+27,,,,,8.753950218219212e-16,2.4791800336004304e+17,88594.28329109262,,,1.7641000900739354e+20,7924.296353772132
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,0.003031575117663967,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,5.668612600989601e-21,329.8615278154702,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,1.3263561029344288e+89,,,,1.976240794158958e+29,,,,,1.0380186231355705e-19,,,0.00012619416984878146,,,
$S_{x}$,,6.441552040529632e-114,1.1042416950463025e-139,,,,,,,,,,,,,,,
$S_{y}$,1.5524208974919324e+113,,21606655551492.973,1.7761449725298848e+22,,,,,5.660603861131348e-82,,,4.2390724852991344e-82,,,,,6.151683961818608e-65,3.648214476356556e-97
$S_{z}$,9.055988417083531e+138,4.628203553376414e-14,,,,,,,,,,,,,,,,
"$S_{x,y}$",,5.630171047218244e-23,,,2.4136887773168833e+43,,,,,,,,,,,,,
"$S_{y,z}$",,,,4.1430362083036443e-44,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.8361901081715367e-80,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,2.67756753971781e+25,5.698356006682251e-19,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,3.7347330559041306e-26,,5.225240912911576e-06,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,1.7665959755045224e+81,,,,5.446059182814093e+79,1.754892110684796e+18,191378.73576871815,,,,6.413179073635554e-34,,,,,1.0119665047832434e-33,3.163820114221003e-40
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,3.763565690677098,4.5171542895871494e-67,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,0.265705472466482,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,2.359006606912111e+81,,,,,,,1.5592890647806472e+33,2.2137831384355837e+66,,,,,,,6.121725922076201e+30,1.048959305783581e+28
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,27091766293.42381,3504391032345580.0,,1.5859054552181116e-07,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,3.691158373246183e-11,,35656517.03220522,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.8535628323722596e-16,2.8045364024107935e-08,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,4.792079794692448e-22,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,1.625571154510955e+64,,,,,,,9.881749991460373e+32,,,1.6335262517941136e-31,6305546.126408076,,,2.0867766039863684e+21,,2.1392365249781243e-08
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,2.7410669150095924e+96,,,,,,,3.1607359581068355e+39,,,9.533258292160267e-29,,,,,46745649.12873419,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1408443391792467.5,,22763213913157.074,,,,3.107969482651213e-10,,,1.29749801684455e-94,,4.9563080370825954e-108,,,,1.1219248869522183e-44
$S_{z}$,1e+160,7.100036862165554e-16,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,1.6748559928561689e-21,,,,,,,,,,,,,
"$S_{y,z}$",,4.393052772842427e-14,,5.970662577949033e+20,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,7.852949437663937e-31,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,457553.81434335397,1.988349151692747e-17,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.1855352718130502e-06,,1.1661876358110352e-06,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,3217534810.3706703,,,,1.273406900092656e+30,5.02929779283818e+16,857494.9427452482,,,,3.5535113245864494e-66,,2.870018894166596e-58,,,,7.809297871733105e-35
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.1374538261619826e-10,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,8791565661.827507,,1.7664925381419273e-51,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,7.707140874341756e+93,,,,,,,2.8141179488611254e+65,,5.660935319046651e+50,,,185087.13567127535,,,,8.578114133801446e+33
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.7732762001139814e-11,4.858840915971335e-14,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,2.0176308504598607e+107,,,,,,,3.4842976191987156e+57,,,5.402860638440337e-06,56392794305.57533,,3865593591.7556124,,1.9598697007722057e+26,2.1047647945833836e+18
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,20581040155336.906,2.5869248183067177e-10,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,6.850108606102314e-27,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,5.102380018457305e-27,,1.4598308691181413e+26,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,8.913252675199717e+43,,,,,,,1.2805248518175317e+34,,,1.1657573965582616e-34,,4.751124698462754e-19,,,,
$S_{x}$,,2.3171469597620048e-146,2.03561289824927e-122,,,,,,,,,,,,,,,
$S_{y}$,4.315652038326954e+145,,4616.51581393796,1.918550256823322e+27,,,6.471028191450419e-46,,,,,4.2594775973587065e-97,2.4465741797007403e-73,,,,,3.603749179646393e-67
$S_{z}$,4.912525366979402e+121,0.00021661357619112852,,,,,,,,,,,,,,,,
"$S_{x,y}$",,5.212268985102168e-28,,,2566147453.8455424,,,,,,,,,,,,,
"$S_{y,z}$",,,,3.896892201192233e-10,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,2.568236504386773e-49,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,1.5453494721614858e+45,,,,3.893722397808427e+48,,1356.500019146127,4456.099505522178,,,9.905808038379571e-62,5.112028579911355e-34,,,,,3.63740286351237e-32
"$S_{x,y,z}HF_{z}$",,,,,,,0.0007371912907376645,,2475.8244250535845,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,0.0002244115057935218,0.000403905862580848,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,0.00356804295952548,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,280.26568383386046,,5.319702035486227e-58,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,2.3477057388917787e+96,,,,,1.0095087610476083e+61,,,,1.879804532902939e+57,,2.9216948494757404e+31,,,,,4.430705287874466e+41
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,4.087347967198435e+72,,,,,1.956170597186568e+33,,,,,3.4226709205427006e-32,,275078627736.42346,228627.20815641302,,5.442264355308049e+17,7.414686373194886e+30
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.635324227944696e-12,,2.0329836646360183e+35,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,4.373932604363782e-06,4.9188786776554754e-36,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,6.7408524200092e-06,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,1.837470462133398e-18,,,148349.19053140093,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,2.7748879018770165e+66,,,,,2.7492143090094074e+31,,,,,2.2569770161348918e-42,1.3486747107944282e-31,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2847.4017841229193,1.620429412186457e+36,,,,4.134506365677698e-57,,,,6.807879259750803e-152,,,,,1.3292188342754765e-109,7.651580508273572e-93
$S_{z}$,1e+160,0.00035119736370749953,,,,,,,,,,,,,,,,
"$S_{y,z}$",,6.1712037098283276e-37,,,2.6749140544933105e+20,,,,,,,,,,,,,
"$S_{x,y}$",,,,3.7384378698829735e-21,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,5.5178135494429883e-45,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,6.615168687462431e-12,4.562869721526394e-06,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,2.4186684250904213e+56,,,,1.8123120526625043e+44,151167724852.6218,,2183776022.7168603,,,4.294525357543767e-80,,,,,3.665738170657543e-50,2.918023184390958e-50
"$S_{x,y,z}HF_{y}$",,,,,,,219160.32256679793,4.579224195143826e-10,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.418334754674611e+23,7.044222449158023e-66,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,4.1350768253527034e-24,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,1.468886215289024e+151,,,,,,2.3285460365099467e+79,,1.4196030963211947e+65,,,,,,,1.3987747298083756e+23,5.225007747242501e+34
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,2.6158832567614303e-08,4.923331019997289e-17,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,38228005.68088198,,2.0864434624446357e-09,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.0311451656170596e+16,479284494.40385216,,,1.9284836382959652e-22,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,4.530404832261813e-18,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,7.523215697925878e+108,,,,,,2.7279635190655874e+49,,,,7.149113997341048e-24,,,5.185421230141283e+21,2.207308258367604e+17,,7.631510075703304e-07
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,1.3069195297869645e+92,,,,,,3.426977569435307e+49,,,,1.913872760337533e-35,,,,,1310356.6529823944,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.646057327039693e-39,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.7792076149716735e+38,,1.6459083470656093e-57,,,,,,,,,,,,,,
"$S_{y,z}$",,,6.075672450308911e+56,,3.3020279166973575e+72,,,,3.10325946746442e-92,,,1.4934989394886115e-126,,,6.003712379085104e-134,,,3.485460010459558e-77
"$S_{x,z}$",,,,3.028441991490448e-73,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,2.651995609927379e-76,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.4336793302407822e-08,0.0022115065917802513,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,69750604.53944418,,0.00032072008997961987,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,3.2224182685473923e+91,,3.77074530687999e+75,452.180429267907,3117.983660030605,,,,4.376990250903105e-46,,,1.4784795551251244e-50,,,2.0343487955693096e-22
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,4.379979787485989e-17,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,2.2831155587911464e+16,,8.984907617190511e-46,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,6.6956860400745224e+125,,,,,2.2846749539679005e+45,,1.1129774980509925e+45,,,,6728827.608124311,,,3.039152985966854e+34
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,3.584810607403765e+36,2.731452051029768e-20,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,2.789547648443922e-37,,8.153298753142647e-13,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,1.6656360879039787e+133,,,,,6.763705298010492e+49,,,1.4861429928634392e-07,3.661056395344726e+19,1226497434077.9004,,6.885748151612943e+27,,9.016928636810484e+64
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,1.4522750149753246e-28,,594504172672.968,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,1.6820739802445288e-12,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.869061750813632e+76,,,,,4.915577909638408e+21,,,3.290390462794907e-35,,,1.109025079690245e-65,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.3387958952613598e-10,,,,,,,,,,,,,,,
$S_{z}$,1e+160,7469398461.255216,,4.614234326938553e-07,,,,,,,,,,,,,,
"$S_{x,z}$",,,2167206.7978036106,,3.475589479627036e+19,,,4.212326936907166e-35,,,,2.947687909774428e-107,,,2.607506589671032e-102,,,9.611383558563554e-85
"$S_{y,z}$",,,,2.877209767901903e-20,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,6.59805689685692e-69,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,2.8360733027121367e-35,7.576986083836752e-17,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,2.3739847713108283e+34,,1.5155977216206858e+68,3.5260019515140885e+34,,110528488827017.88,,,7.92365820039761e-65,,,1.92566721476156e-45,,,3.848350626083977e-37
"$S_{x,y,z}HF_{z}$",,,,,,,1.3197859794585116e+16,9.047441167544104e-15,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,52965.41594995178,5.140092651099881e-40,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,1.8880244439974242e-05,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,3.3924894039292136e+106,,,,1.2620433323964176e+64,,1.9454902233834623e+39,,,,,239995414049283.88,,,1.1818431537815292e+19
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.996527004319082e-32,0.002014906333486471,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.0086975925529805e+31,,2.5820469080338925e-12,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,3.835081391399904e+101,,,,5.193005272844208e+44,,,,4.166746285387964e-15,496.30098599653564,387289633231.89703,,7.972385675412922e+36,,4.3578420341346586e+21
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,1.2543296833769975e-37,,44492336.48139322,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,2.2475780754247464e-08,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.0404329344540825e+84,,,,2.5985158244730542e+36,,,,8.461359671969264e-20,,,2.2947137417260034e-22,,,
$S_{x}$,,3.588054148942418e-103,1.539411520904392e-66,,,,,,,,,,,,,,,
$S_{y}$,2.7870259435598286e+102,,3.15249337409024e-06,,,,,,,,,,,,,,,
$S_{z}$,6.49598880104852e+65,317209.2313401243,,,5.915706996080693e+36,,,,2.4770343787736906e-31,,,3.7444457100232874e-62,,1.1323521928030717e-93,,2.1999859543116806e-58,,
"$S_{x,z}$",,,,,6.505640368412227e-59,,,,,,,,,,,,,
"$S_{y,z}$",,,1.6904150267457897e-37,1.537127697459952e+58,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.1573748776207636e-80,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1684764994.7455952,2.5904778170843357e-08,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,5.93554592550757e-10,,6.626641166213556e-21,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,4.0370856721620135e+30,,,8.640242840381313e+79,38602916.93698159,1.50906013305591e+20,,,,1.6748824353914472e-30,,1.2072106834900509e-23,,5.8493209273072295e-30,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,62.87658789162169,6.304106230880305e-35,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.015904170908950518,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,2.6706222427612146e+61,,,,,,5.970568314941363e+29,1.5862676854992657e+34,,,,2.3546059500842338e+30,,5.978951596342817e+53,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,6.559126294471316e-29,5.2111804291965286e-14,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,8.83117466770262e+92,,,,,,8.283558236156394e+22,,,4.2469951286933e-31,1.5245932996333666e+28,,31425721.15162758,1.0740864730539617e-08,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,19189510199979.438,3.182106769085898e-08,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,4.545483565657011e+57,,,,,,1.709600161159829e+29,,,1.6725340285605864e-54,,93102373.51343688,,,81963312829610.31,24919845100.627293
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.2200580546065202e-14,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,4.0128660349290355e-11,,
$S_{x}$,,2.9667444063438345e-159,1e-160,,,,,,,,,,,,,,,
$S_{y}$,3.370698189778954e+158,,5.4011883034458194e-67,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.8514444300377858e+66,,,5.668087479182904e-32,,,,,,,,,,,,,
"$S_{x,z}$",,,,,2.827728644304574e-15,,,,,,,,,,,,,
"$S_{y,z}$",,,1.7642635257001312e+31,353640722215031.0,,,,,5.309074172357731e-40,,,1.3487539802932186e-102,,,4.608277904480654e-121,,,5.414072959982526e-81
"$S_{x,y,z}$",,,,,,,,,4.5631443746937627e-54,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,5.484230366109595e-18,1.3395084492564018e-17,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.8234099103123203e+17,,7.456029966580698e-26,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1.883567581720007e+39,2.1914713142669546e+53,7.465425100940032e+16,1.341196326305265e+25,,,,9.467682663337812e-62,,,1.9795190373207913e-58,,,4.5788219385563343e-38
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,771.8216606222057,8.585536609845651e-80,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.0012956360918840342,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,7.414250594334486e+101,,,,1.0562246703434102e+61,1.1647495613183085e+79,,,,,3481971.8341539507,,,5.936515047300463e+34
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,3.3075074937324975e+20,1.317946979356213e-05,,,
