ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,z}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}\hat{T}_{xy,xz,yz}$","$\hat{S}_{y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}\hat{T}_{xy,xz}$","$\hat{S}_{y}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{y,z}\hat{A}_{x,z}$","$\hat{S}_{y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y}\hat{A}_{z}$","$\hat{S}_{x,y}\hat{A}_{x,y}\hat{T}_{yz}$"
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,5.710304234468076e+46,,3.255678715668842e+45,,1.0196991632431191e+35,4.576369552808915e+40,,2.6305744959253216e+17,2.3072879831524224e+16,,,,,,1.384085482032081e+21,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,9.806813970696351e-36,,1.917216142720479e+19,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.185138215916616e-41,5.215895994809571e-20,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,3.801450981711292e-18,,,145808583.3843205,,84.63452069421592,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,6.8583068073860374e-09,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,8.655870399806639e+35,,,4.3340926980155755e-17,,,,0.011815509697431793,,,,951700024885283.2,,,40415.36208145788,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,6061229480.2145,,2.5716759374162688e-05,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.0507512596950277e-15,86946282975.9181,38885.148219907045,,,,,727360103939.1959,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.649830291468541e-10,1.1501354235890387e-11,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,1.374834823334764e-12,,92330.30284656724,5.876797676045922e-22,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,1.0830680385201177e-05,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,187975711476812.3,,,7.224987278472306e-22,,,,,2.474306670776528e-05,,,,,,,1.7016069892554624e+21,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999975e-161,9.999999999999975e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000023e+160,,1.0806593142794841e-66,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000023e+160,9.25361015063971e+65,,4.7965273880491415e-91,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.084841634578307e+90,,6.731078565982821e+42,2.192757839962115e+99,5.3581536281728796e-24,,,,,,,,,,,,5025.915171861881,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.4856460078385482e-43,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,4.5604671057396656e-100,,,2.5739687882084313e-56,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.015550455287024591,,1.680909021182006e+22,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.8663145355557823e+23,,3.885050994328617e+55,,64.30679883915728,8.402574326621248e+36,2106814.477233528,,,,,,,,,257876516018262.9,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.1901114600459705e-37,5.94916195581368e-23,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,8.94592297354357e-12,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,4.7465024130321467e-07,,,,111782764389.69722,2.3946878680016724e+16,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,4.1759095762007743e-17,,,,,3.087144665592982e-20,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,3.239239194538747e+19,82657901.08984968,109989159843.85988,,,,,2.3230921945554195e-13,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1223564296.4742296,1.2098057013484935e-08,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,8.172843902699327e-10,,9.091805059876767e-12,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,1.7611937640107432e-10,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,0.0001989687381909281,,,3.8778249971749245e-15,,,,,,,,4304607463895.2266,,5677966958.744579,5.703001218909952e+30,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.753462714831992e-31,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999975e-161,9.999999999999975e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000023e+160,,2.5291716063284476e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000023e+160,3.953863776968788e+159,,4.844824486470187e-103,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,6.6476111645199875e-52,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.0640582600930786e+102,,1.5042997781477615e+51,37157885832.97402,4.303211784640958e-43,,,,,1.0387585932193992e-31,,,,,8.232400676940432e-18,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.6912187751882196e-11,,,1.2220857899398287e-38,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,2.3238456530752316e+42,,8.182731590793119e+37,,2.0154100345050635e+44,3.264806598608277e+49,,51144720.3550883,118727880675434.6,,,,,2529485.192679303,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.961769480549282e-45,,0.0006095406051734856,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.0629685704086715e-50,1640.5797932286773,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.05883409737174679,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,1.9552360303413248e-08,,,16.996946408159197,,0.0009298871117879914,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,9.626875835517511e+30,,,8.422621496409015e-15,,,,1075.399354742314,,,390803.28647160815,,,9.487510704040981e-06,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.015921455441990803,6.975195449098488e-13,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,2.558832114818077e-06,62.808328273973494,,224.28603506411807,,2.6515884320112523e-21,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1433651583382.1487,0.004458592349336968,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,1.214712499114717e+17,,,3.9533736069858994e-07,,,,,105401.72561534752,,3.771324342524347e+20,,3.1245152854833876e+26,,508937111.80429816,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,3.2004964246647675e-27,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.9648793078869253e-09,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999975e-161,9.999999999999975e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000023e+160,,9.00787703273846e-108,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000023e+160,1.1101394883229137e+107,,7.655209202755726e-53,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.810751620668605e-21,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.3063000285348414e+52,,5.5225685764166726e+20,1.2266575179863572e-05,8.987094178892055e-79,,,1.5860634925440824e-62,,,5.568474857715754e-73,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,81522.34713741197,,,2.5713367787334303e-56,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.4463152018845284,,7.892817082812091e+132,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.1127067104166936e+78,,3.889027716130489e+55,,2.2405689875173063,7.251739977493988e+148,7781.191483955153,,,24037.94758727869,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.378979394053745e-149,1.2669747562979309e-133,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,6.304917834001571e+61,,,0.0001285150226751268,,,,65.84193117376982,3006140620191.5063,141791.34534421086,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.01518788987766478,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,3.3265243591176233e-13,,,6.973742376231553e-21,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,1.79582385761226e+72,,,4.16008894423756e-05,,,7.052616628838755e-06,,1.4339503039405028e+20,,5220.819540934162,8.046359696486266e+26,,,,13817419784.038513,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.2427980325521444e-27,9.481386420852506e-24,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.0001915408092847181,,1.054698074324542e+23,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,7.237241218908117e-11,,,661060.3733086917,,55559633499082.06,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.512721137700135e-06,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.7998678843274256e-14,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999975e-161,9.999999999999975e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000023e+160,,3.3270061245813926e-108,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000023e+160,3.0057053174971905e+107,,6.65819426232732e-116,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.5019087166892865e+115,,3.486699147181452e+47,1.6700522809126247e+25,5.155178663374346e-39,,,,,,,,,,,,2.791572777026257e+18,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,2.868042116017872e-48,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.682797088950985e-35,,605938436.5278177,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.9397969795006973e+38,,2.0396620562940381e+49,,3.7274529785292683e+34,1.0222846433823256e+35,434717834289951.4,,,,,,,,,2.746517158972978e+21,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,9.782011365165432e-36,1.6503326736132731e-09,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,6.250833145848117e-10,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,2.3003427076631326e-15,,,,1599786743.0907393,145211020.75331697,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,6.886529650520052e-09,,,16.622655509186426,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,0.060158859662787036,,15291750700601.266,109.2540198379179,,,,4.106429218859354e-07,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.009152981295182864,2332813267.6011558,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,6.539473599714651e-14,,4.286669721440265e-10,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,3.8964185181170896e-19,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,3.582210029520553e-19,,,3.64097488607694e-22,,,,,,2435205.7388627552,,,2.5664594174119706e+18,,1.5482289697110481e+37,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,6.458992949774307e-38,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999975e-161,9.999999999999975e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000023e+160,,6.979668188848246e-70,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000023e+160,1.4327328648627567e+69,,6.524229730278056e-83,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,4.5015922973562896e-24,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.5327479891750837e+82,,2.2214361806760764e+23,2.9965088405109007e+18,,,1.1356024475865618e-08,5.843091811476831e-49,,,,,1.360962911477015e-41,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.3372169188377946e-19,,,,,3.101626458848085e-51,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,2.7853264104017788e+41,1.3136561980604865e-09,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,88058985.9704203,,3.22411487414055e+50,761234180.9648706,8.880900950581111e+54,,5176.577602799473,,,,,1014967678891002.0,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.5902434855229463e-42,,1.1260118827635004e-55,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,0.005349432691743117,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,1.7114227061019776e+48,,,,,0.00019317782456486381,,,6.452841532727764e+21,,,3.2767036045745137e-10,,,,,,186.9357103125171,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.5497048779644784e-22,,,,,9.264417243510582e-12,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,65260563850.758385,,1.5963266544881987e-15,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.532318970284807e-11,6.553651609189642e-29,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,7.347738807332579e+40,,,,,9.852530487400775e-16,3051847590.376889,,107939870767.42113,1.5258668901437832e+28,626438202474675.8,,,3.9383791929724974e+18,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,2.5391155879158717e-19,,,2.54007866357286e+25,9115.739909881071,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,0.00010970036550911714,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.936885949009965e-26,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999975e-161,9.999999999999975e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000023e+160,,8.645261488759052e-26,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000023e+160,1.1567030115864553e+25,,2.0385071895030436e-81,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,4.905550518287777e+80,,2.172870376564723e+41,1.501357477161975e+43,1.1774241976828502e-38,,,6.2965287496237455e-24,,,1.3549795086368734e-05,,,,,3.832673695394778e-23,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,4.60220734188933e-42,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,6.660638889881881e-44,,,3.8210618504784236e-76,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.267959168511665e-44,1.3925861219005836e-10,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,8.493115751892836e+37,,2.6170735756993653e+75,,2.591253762386487e+43,4.4092504569041415e+43,1.9036593705136275,,,1.2868372388519356e+20,,,,,4.823222660672099e+22,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.8591357377481337e-44,,7180884429.863577,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.8069431541869568e-20,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,1.588176660131594e+23,,,0.5253040620025364,,,,5.534208409837633e+19,2.0449040250621213e+32,659169906.6267103,,,,,1.2656917104557882e-11,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,4.8902050548295115e-33,,,2.6706897725123703e-12,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,73801.85409637763,,,7.770990532510232e-21,,,1.5170595470862455e-09,,374435102980.6358,,1.791049758569709e+16,234257847479919.3,103.61285378944315,,2472.1749743922,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.2688004297730946e-15,305381453917975.2,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,5.583317801279719e-17,,3.274593093883815e-15,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,0.009651312201400706,,,,,8.40371462121146e-06,229348599.5512772,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,4.360174868983329e-09,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,2.609144632379138e+22,,,2.0733025828433425e-23,,,79008181197.60696,,,0.00040450211265723884,,,118994.99745933096,,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999975e-161,9.999999999999975e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000023e+160,,7.289095541120932e-42,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000023e+160,1.3719123234955128e+41,,2.1298030802316933e-113,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,6.1952983767703194e-27,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,4.695269761236389e+112,,1.6141272610041932e+26,1.2027059456882647e+41,1.7995285593434803e-49,,,,,,6.656175873348752e-21,,,,,2.134028662736788e-40,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,8.314584322003465e-42,,,6.2052885010141726e-61,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.046859200766465e-31,9842862.873643735,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.475689656636181e-22,,1.0159645753855853e-07,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,5.557011000507981e+48,,1.611528617624407e+60,,1.8262539747629133e+21,9.5523829686728e+30,,4.724829838152274e+17,,1.9901878164021826e+19,,,,,2.139674353345763,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,2.669254624053226e-28,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,2.1164783373258307e-18,,,3.746364213397949e+27,,8.157325063953061e+28,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.2258920567220813e-29,,1.3220769931412927e-08,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,1.5023641487659418e+20,,,5.0246514010309716e-20,,,,,75638560.02243647,,404.67844467916166,2.328246279662696e+19,8374471523.376163,,2.8069541273530224e-26,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.295078268716808e-20,2.234301788266958e-17,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.00247109776452962,,4.475671125768791e+16,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,1.1941052007982117e-10,,,,,5.896784812749416e-12,40289737694.65083,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,2.4820216194476928e-11,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,4.685972674413607e+39,,,0.4673608385483152,,,,,,3.562580486283212e+25,,,169583939681.48605,,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999975e-161,9.999999999999975e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000023e+160,,1.1208678742167208e-12,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000023e+160,892165814546.8888,,1.2938369492662447e-86,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.4626038854220443e-34,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,7.728949158293211e+85,,6.837121177969815e+33,1.0000000000000023e+160,9.879312386226142e-42,,,,,,,,,,,1.1587106285271775e-21,8.178788544732752e-09,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,9.999999999999975e-161,,,9.999999999999975e-161,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.4490786538484755e-32,,3.1432282092940517e-20,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.2091922105744537e-29,3.1814425597325414e+19,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.012216195728573e+41,,1.0000000000000023e+160,,6.900936656158664e+31,3.1160489443572384e+28,,332007930998555.0,,,,,,,1.2489172151429058e+20,1378043297819.489,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,3.011976241026461e-15,,,68259.6162669729,,6449548760852526.0,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.4649950507908814e-05,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.5504960689184962e-16,,269499199475127.5,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,7.881618152813008e-05,567010583826584.0,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,9.630489670690648e-33,,1.7636355096783213e-15,,,,,,,,,,,,,,
