ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$"
$\hat{S}_{z}$,1e+160,5.746761962541616e+44,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,6.128216425845432e-37,
"$\hat{S}_{x,z}$",,,1e+160,1.6317961548853795e+36,,4.1378043777403795e+44,,,,2.491937281871548e-70,,,1.703354827559159e-56,,,,,,1.6085344726633113e-15,,
"$\hat{S}_{x,y,z}$",,,,,,,,,8.66761382667211e-71,,,,,,,,,,,2.416740639986687e-45,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.1835189146964393e-77,1.391605576469659e-69,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,8.449379114963194e+76,,2.452282625481476e-06,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.1537200664417986e+70,7.185944184967147e+68,407783.340145658,,1.912908605947488e-12,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,522764128349.2931,,3.904421726533754e+50,1.1426128800161152e+47,0.06204255269485705,,,,,,148536.19920448374,4.012942088369731e+69,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,2.5611987383539492e-51,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,8.7518705371665e-48,,,1.349724848609766e-56,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.8780360426671744e-82,3.3330362695987436e-28,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,16.117969950693116,,7.408917462177664e+55,,7.084102538951417e+52,3.4745916492180752e+81,,,,11.467665061135671,5.870767404539904e+55,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.4116114137275307e-53,,3.000267381189907e+27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,8.07326275098852e-18,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,6.732365614279255e-06,,,0.08720170973505635,,,1.2386565764598163e+17,,1.8574745490882841e+53,,621683909791664.1,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,5.383653845975097e-54,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e+160,1e-160,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1.7881944237829777e-79,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1e+160,,,5.592233074323488e+78,5.368657641903112e+47,,,,3.393984494878819e-72,,,,,,,,8.580205605856084e-67,9.470850716658856e-66,,
"$\hat{S}_{x,y,z}$",,,,1.8626630094548446e-48,,,,,5.417160669074849e-96,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.6151638180439976e-29,2.825508952722559e-35,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.191322445614366e+28,,1.744443299484127e-15,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.8459854914563232e+95,3.539185388304772e+34,573248783893247.5,,2.672600231141257e-25,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.2551636828832384e-72,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,2.9463894178329316e+71,,,,,3.7416744500279366e+24,,7.96708838565898e+71,4.401376876704816e+63,,,,,,1.2710377668812597e+19,2.9981939742680264e+22,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,2.2720162985648964e-64,,,,,1.6382147064252616e-27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,6.1042059754309854e+26,11926848.67809759,1383609326.3342938,,,,,3.5170017898413044e-21,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,4.2690878611232005e+20,8.384444432806424e-08,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,2.3424207524670136e-21,,7.227473687600672e-10,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,4.7342432291258774e-40,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,1.0558713571960743e+65,,,,,,3.335341237366532e-23,,,,,2.843330938552415e+20,,2.1122700114937658e+39,2.5655013022087774,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,1.165473236815548e+66,,,,,,7.867586833817661e-20,,,,,,,,,0.38978736792651264,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.1345112401516544e+46,1e-160,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.190290043278383e-47,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,3.1670229515787844e-30,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1e+160,,,3.157539478839244e+29,259596113.93035528,2.938674429055389e-111,,,,,,1.5217421461895848e-95,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.852137787656872e-09,,,2.726196764186354e-109,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,3.402894822620555e+110,,3.668113810187338e+108,,1046098809587625.5,21772927.678286932,7.810179610400578e+46,,,4.512572517494426e+17,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,9.55932643106823e-16,,8.599398969151903e-22,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,4.592859604256394e-08,1.1628719676656925e+21,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,9.44403901054556e-15,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,1.2803802855805396e-47,,,,,8.680342306467407,,,,,,,,,105886898485209.92
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,0.11520283010670401,,,5.971233226610674e-26,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.8449557021120843e-55,,2.78130442014923e-08,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,6.571415548317316e+94,,,2.216030869583106e-18,,,,,1.6746959330670944e+25,,5.420184337516675e+54,1.7898798356912766e+63,,,,2647481947.172328,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,5.586967236902728e-64,35954352.66831904,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,3.777174008941065e-10,,,1.0014446561590204e+21,,1.4424127699880366e+31,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,9.98557427861704e-22,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,6.932828250045887e-32,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.1669245767271352e-21,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,8.56953414079848e+20,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.7442732275301e-48,
"$\hat{S}_{x,z}$",,,1e+160,5.733046773962157e+47,,2.0417352773184442e+45,7537.840720791206,,,,,,,,,,5.26700244628166e-11,,,,0.447790364230753
"$\hat{S}_{x,y,z}$",,,,,,,7.570368730708276e-29,,,,,,,,,,,,,4.89779459222241e-46,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.4228202469374517e-05,,36.70823757869421,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,0.029832332916271957,0.02724184177614697,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,1.3209396207395054e+28,,41274.2134404747,33.52067713935148,,,,,,,,1.0410382461128025e-32,,,0.00013266398655012115,0.060625325247884713
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,,,1.6299634903246336e-14
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,16.494756867879914,,,61351067427947.96,,16939716839169.416,,,,,148883602.6819774,,,2.2331878483313794,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,2.3920475397738227e+23,,,,,,,5.903286397844132e-14
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.675299678318796e-11,1.9009139801615444e-21,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,4.180518921018408e-24,3376.5425773625243,,5.2606273110528524e+20,,5.200521094072007e-13,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.00029616093299232653,21389003246.94465,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,9.605795019865622e+31,,,,,,,1922884230082.0286,,261031.5404832172,,2.5536893659790913e+35,,18986131299.52064,6.716656381133177e-09
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,3.830954673710376e-06,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.9159030590104575e-36,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.19754848043103e-132,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.6135412303066833e+131,,,,,,,,,,,,,,,,,,1.6076190038585555e-147,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,4.2121727819523625e-67,
"$\hat{S}_{x,z}$",,,6.2203793162424185e+146,2.3740716531967503e+66,,1.1245830341271213e+70,,,,2.0868443457546407e-44,,,1.2955357695658436e-33,,,,,3.3383431951596697e-22,,,
"$\hat{S}_{x,y,z}$",,,,,,,,,3.4225377516058124e-102,,,,,,,,,,,8.892184655588191e-71,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.921808530909008e+101,3.9158840825661684e+33,6.286374592494807e+20,,2.650973787874125e-31,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6945296.367544822,,1.5907419853628872e-21,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.4398233668947121e-07,2.553701741203425e-34,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,9.254647817598537e-35,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,3.7721987466421625e+30,,1.0805381465715106e+34,4.1617580693682344e+47,5.6639477651132895e+32,,,,,9.292373905490596e+17,,4.791924237350734e+43,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,2.4028306867722432e-48,,,2.000709920319538e-08,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,1.765553005554595e-33,,49982258.289611906,,36560735254527.11,3.1975519183286566e+38,8.83993123013628e+18,,0.7436233495745265,,7.718814281253826e+32,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.1273925351075917e-39,3.7479748610493395e-56,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,2.7351747524721228e-14,,2.6681075436029605e+55,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,1.1312305197475882e-19,,,,,0.0003338612326592609,15706.28692663359,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,6.366877191733153e-05,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,1.0761512721836654e-18,,,1.3447668104722137,,,2995.256418467133,,,,2.9954978908397434e+21,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.591435939821403e-07,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3858864.441267717,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{x,z}$",,,1e+160,7.16920001111964e+94,,3.4659057032743533e+79,,,,1.4614434823709375e-09,,,,,,108027598203.33218,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.3948557697497218e-95,
"$\hat{S}_{x,y,z}$",,,,,,,,,8.862258560269126e-74,,,,,,,,,,,2.8852487217273903e-80,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,34150.05085492728,1.0270956663520538e-32,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.1283805287324321e+73,9.736191406120038e+31,4.03305260136998e+39,,5.0012758301903025e-08,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.9282533260289914e-05,,2.4795114243248694e-40,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,19994897.981100738,,1363096.216670794,1.5404850130316684e+43,,,,58644059.45406578,,,,684254993.13711,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,7.336239274747495e-07,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,6.491462049552848e-44,,,8834945179.300478,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.1318689360324663e-10,,1.3999253591045217e+24,11381.400469399272,2.778120618499621e-21,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,8.786264947698317e-05,3.418608866204389e+26,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,7.14323798405696e-25,,2.925166461380764e-27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,1.7052025547161712e-08,,,3.599555733257074e+20,,,,,4.633713624547634e+67,1790301712600.2551,9.256893762626987e-12,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,5.585650692070156e-13,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.15809625070998e-68,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.3547139116708392e-28,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.246800407657285e+27,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{x,z}$",,,1e+160,3.6027855554557335e+54,,1.9133509548021824e+17,,,4.73880343231417e-79,,,,,,1.3932283076844548e-49,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,2.7756300912378485e-55,
"$\hat{S}_{x,y,z}$",,,,,,,,,8.634403842586116e-69,,,,,,,,,,,5.226432701696318e-18,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,9.583237390239073e-19,3.738123511862869e-92,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.1581575499953533e+68,2.6751390017652377e+91,1.0564840820383664e+64,,3.2167104245657287e+44,,,,,1.2801121322570278e+37,,,,,2.1102373505956024e+78,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.0434887077080462e+18,,9.46535794529543e-65,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,3.31910378115863e-17,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,3.1087660000822265e-45,,3.012861500976992e+16,1.224282243678828e+34,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,8.168051159470503e-35,,,,,2.7110955564454754e-51,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,7.811815658967714e-38,,,3.6885457527402783e+50,2707031.3778864443,1.943538596047547e+18,,,,,1.1033581818510362e+41,7.177574518723351e+48,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,6609.787191723817,,5.145254136108424e-19,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.00015129080120039422,3.694083519566608e-07,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,9.063239992677278e-42,,10850518879369.432,2.9332360087160154e+17,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,9.216149118005259e-14,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,3.409204022548927e-18,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.136228586596796e+145,,2.1195769228971785e-107,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,8.801045949699043e-146,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,4.71792266276014e+106,,2.376475022379336e+32,,1.6347477528996044e-16,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,4.207912940733525e-33,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,6117151702617532.0,,,,6.5369755427071545e-99,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.0930986936073964e+24,,2.3010291981260267e-14,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.5297594330387697e+98,2.229691245426765e+44,43458814030452.4,,,10.607008729172403,,,,,,,,0.0006538082929812583,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,9.14830477657826e-25,4.484925892995553e-45,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,0.09427728641814964,669312.3016868562,,1.614504419705865e+54,,,,,,,2.023085948644311e-13,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.4940708507519096e-06,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,6.1938511148961915e-55,,,,3.691574343132225e-45,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,,0.004623526976796949,3.5845322819339736e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,2.7088713569060092e+44,27897642463425.297,21349490649.78059,,,,,8.538553330458755e-12,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,216.28510118324695,,4.68395249518647e-11,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,1529.5003301964318,,4942943727477.863,,,,117115858073.1465,,2.89027446651182e+36,2.634650450537567e+67,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,3.4598790239006886e-37,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,3.795569920085462e-68,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.263020771037499e-45,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.418872388615074e+44,,,,,,,,,,,,,,,,,,6.075202888183337e-131,
"$\hat{S}_{x,z}$",,,1.6460355619481692e+130,1.8093197002767037e+128,,8.404361366904824,,,,,1.0942291079623887e-53,,,,,,,8.626682038865668e-36,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,5.526939212827161e-129,
"$\hat{S}_{x,y,z}$",,,,,,,,,7.48713352046497e-48,,,,,,,,,,,0.11898584036829464,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,97303.1322104891,,5.266536716650874e-26,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.0277161457010135e-05,8.823776121564635e-09,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.335624638276649e+47,113330164.57161424,1.8987810278401055e+25,,,1.775745756157349e-47,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,5.631436800749926e+46,176611.74748298788,,7.825544383306206e+27,,,,,,4.776843787419568e+19,,9.138853944967185e+52,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,5.662137509263504e-06,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.2778663707195167e-28,,4.0191734725066506e+33,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,2.2207402399381264e-32,,2.8599479535792048e+17,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,2.4880737466062314e-34,,4.503003016813266e+31,3.039926512361638e+33,,,,8.978131075451117e-31,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.2895532044395593e-34,3.49656712720421e-18,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,1.1138175546738204e+30,,,1.4440055169607293e+22,,4.668645249051624e-17,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,6.925181297816299e-23,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,2.0934324932995056e-20,,,,,,,,2.141948995167575e+16,1.1591942249577697e+35,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.1705319653953767e-69,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.607165505705157e+68,,,,,,,,,,,,,,,,,,1e-160,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,3.672120949633082e-81,
"$\hat{S}_{x,z}$",,,1e+160,2.723221848397777e+80,,4.7176569954546086e+75,,,,,1.0525600272263606e-26,,,,,,,,2.5477899111867824e-28,,
"$\hat{S}_{x,y,z}$",,,,,,,,,1.6074905088952332e-103,,,,,,,,,,,2.1196962834803058e-76,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,5.115993729625402e-17,4.11580866519069e-30,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.9546544676340348e+16,,7.794676961815556e-41,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,6.220876543073724e+102,2.429656189942612e+29,1.2829268036363594e+40,,,4.7352950369791876e-07,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.141149599834848e-50,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,2111800.8322411426,8.763092938425639e+49,,9.101506250945501e+74,,,,,,,230394433.32704136,9.500645798179668e+25,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.0987192366056068e-75,,1.3684128681472596e-70,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,7.307736015037141e+69,,1.249450857737254e+31,3.246780381763796e+20,,,,3.372779869614564e-17,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,8.003516055133152e-32,,5.320791702314707e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.0799742588587267e-21,187941955999.70007,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,4.34038264535895e-09,,2.9649133316082036e+16,,,1.8020490222460697e+39,,3.2384418014657613e+41,,3.924970405170462e+27,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,5.54923860369571e-40,,
