ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,6.173205767345186e-14,953188.9453930772,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,1.3618447092316189e+104,,,,8.728869373948278e+62,,,,5867128456378052.0,16199038841208.986,,7.5105722573544845e+25,2.1596592447934965e+27,,1.8318060327462232e+54,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,1.500564435877428e-14,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,4.630360101533604e-28,,,66641590063759.445,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.4652734103353628e+70,,,,5.78241587397259e-10,,,,3.5417036422131096e-48,,5.45909327801924e-55,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.1211560487914037e-33,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,8.919364981154863e+32,,4.278551064189307e-60,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,2.0459120149506913e-33,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,2.3372398389020474e+59,,4.88779572480345e+32,,,4.826144770887183e-89,,,,1e-160,,5.295344877975319e-146,,,,3.866517976633564e-102,,,
"$S_{x,y,z}$",,,,,,,,2.7039991606340855e-65,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,6.055131019174975e-16,6.858833452567709e+30,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.4579738769216428e-31,7.741567301098047e-26,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2.072047249871809e+88,,3.6982260000609645e+64,1651491927810097.5,,1.2917280973042272e+25,,,1.394898373524886e-77,,2.864434230063344e-57,,,,2.8242517930277487e-37,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,37171498.35834538,8.799660209409119e-58,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,,,,,,,,2.6902332275112332e-08,
"$S_{x,y,z}HF_{x,y,z}$",,,,1e+160,,,,7.168981045357562e+76,,,,,,537039039.1309236,,,,1.6336558191595564e+43,,1.1364075159751517e+57,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,0.03535150143800047,9.884903834583896e+36,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,1.8884511264965073e+145,,,,3.4910908042663836e+56,,,,1.8620620236813214e-09,28.28734167780121,,1.586311965853434e+43,317224.5652315952,,1.575582763923356e+36,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.0116436302610677e-37,6.30393025789225e-44,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,3.152340989954334e-06,,,1.361688965281404e+16,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,7.343820986265699e-17,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.5863063512009414e+101,,,,3.540760786515945e+36,,,,6.121240400040051e-44,,6.346857955655098e-37,,,,,,,
$S_{x}$,,2.0363809478455256e-118,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,4.910672539231875e+117,,6.773003148881792e-61,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.4764499263005626e+60,,2.5464196101621944e-119,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,3.927082543698699e+118,,2.415252063746115e+73,,1.889666716800804e-48,,,,,5.896691044371951e-125,,1.0070240443979622e-87,,,,5.489995696769467e-54,,,
"$S_{x,z}$",,,,4.140354603191915e-74,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,2.0287669601785834e-105,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,4.932526311667963e-07,,0.0006118774354593319,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,5.05220416200755e-19,1634.3142303479574,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,5.291938473113369e+47,,4.929102354427018e+104,,2027358.6734539773,1.9793341043498898e+18,,,2.253396526037136e-76,,3.887892407936837e-58,,,,2.3588305156345207e-41,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,,,,,,,,1.4752161900376954e-24,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,6.778667470931481e+23,,4.621074994422155e-37,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.695866363821862e+124,,,4.437745369913294e+75,,,,,,,102853577754.73596,,,,5.247636032260844e+42,,2.1639986392929025e+36,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,9.93024948672242e+86,,,2.572087637915535e+57,,,,,9.722559213103837e-12,2226390182.1693845,,329078375.1110639,13361165889833.984,,5.341792112774573e+34,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.00014396946213917752,3.0387897705599773e-09,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,4.491575681606737e-10,6945.917454586894,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,7.484376799489205e-14,,,1.0531719180890519e+34,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,9.495125941208813e-35,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.821495052516052e+53,,,4.239388940290193e+40,,,,,1.90561996649979e-43,,1.8720309193773386e-35,,,,,,,
$S_{x}$,,2.3774578312089598e-92,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,4.206173446582186e+91,,2.65500192778121e-93,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.766475607931863e+92,,2.4604516944168925e-79,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,8.686174304935255e-98,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,4.064294382487327e+78,,1.1512548158650539e+97,,,,1.3878357631537283e-46,,,2.4148413812581248e-114,4.299962720910156e-123,,,,,1.2780919459309352e-51,,,
"$S_{x,y,z}$",,,,,,,,,1.2195133119678843e-70,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,80.57287169702813,5.295277967124432e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,7.205463546548135e+45,,8.199992490334823e+69,18884749.888645485,1.3346401920629966e+20,,,,1.8259073803796956e-64,6.91475299141603e-70,,,,,0.0028814636954941826,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.012411125220411925,,7.492656117708155e-21,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.835727807465634e-07,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,5447430.691702482,3.417845147786326e-56,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,4.141058736864129e+113,,,,,5.4767290539789096e+63,2.925820090613763e+55,,,20341259.109128118,,,,,3.662366410982474e+57,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,6.222372491211847e-34,,1139285.0666857944,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,2.325601557281255e+122,,,,,1.4461832566418487e+69,,,4.9161165227537517e-08,,1.6071040449801868e+33,1.1044529260014132e+27,8.822857972000602e+35,,4.8889970296823885e+54,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,9.05425642377012e-28,8.777434456408897e-07,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,8.32365947214349e-23,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,1.1334195826040798e-36,,,,,,1.2013946550152205e+22,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,7.824163223809545e+50,,,,,347.04584394511903,,,2.730475020198042e-58,2.045409301598542e-55,,,,,,,,
$S_{x}$,,9.14846134370443e-109,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0930799862734909e+108,,1.4384637643130542e-86,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.951860900559807e+85,,1.1272432558274476e-159,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,8.871199670792927e+158,,2.2514473023225772e+16,,1.0042317284770514e-23,,,,,1.3164912057399095e-103,7.908871592772194e-96,,,,,8.014786355033297e-45,,,
"$S_{x,z}$",,,,4.441587413431383e-17,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,4.471098110857419e-19,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,9.957861035883929e+22,,2.2365870200245522e+18,,2.6148965531250967e+20,2379232.2806778313,,,3.947053695107944e-84,1.6299672605430813e-60,,,,,2.7676938825216478e-27,,,
"$S_{x,y,z}HF_{z}$",,,,,,,3.824243061565426e-21,,4.402121631543864e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,4.20303645054406e-07,22716319.168339085,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,6.455668171588018,,2.064085844536829e-63,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,,,,,,,,0.15490263337900342,
"$S_{x,y,z}HF_{x,y,z}$",,,,7.595948956134261e+102,,,2.5335353335563173e+83,,,,,,1.8806275970849893,,,,,1.116021836207097e+35,,4.844759740234522e+62,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.8230632869249933e-15,3.6686957415330135e+30,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,7.319876026655817e-17,,2.72576433275477e-31,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.2644028775405658e+95,,,6.135092551900794e+59,,,,,0.5317373846635135,,1.366143355923561e+16,548527309595886.4,7.884638042629697e+26,,9.454504257621869e+33,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,1.2682890382454112e-27,,,,,,2.4651390327534618e+17,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,4.056566330390866e-18,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.2476938943880876e+44,,,3.6131163432312074e+26,,,,,8.96039815312747e-36,1.0576969164658606e-34,,,,,,,,
$S_{x}$,,3.82419035991254e-75,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,2.614932589346494e+74,,1.9675640040123298e-25,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,5.082426787442557e+24,,,4.585061632566978e-103,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.180995764369133e+102,3.3534667136310236e+24,,,5.082026110514023e-39,,,,,3.4019986093407705e-108,,7.539155376790211e-85,,,,8.526462790553218e-49,,,
"$S_{y,z}$",,,,,2.981988745960245e-25,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,2.6281158172889756e-54,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.1627997286980519e-23,27075703.331827622,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1.9677191306261408e+38,3.8050073494536737e+53,,1908284.3595670203,8.599933207067968e+22,,,8.935918276067184e-77,,2.2885951547856852e-57,,,,1.3815756385173723e-18,,,
"$S_{x,y,z}HF_{z}$",,,,,,,5.240309155114046e-07,,3.693348193930368e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,9.478501211388434e-17,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,9.263697890792322e-48,,,,,,,,1.055019119265922e+16,
"$S_{x,y,z}HF_{x,y,z}$",,,,,2.939448585470695e+107,,1.1190791691529584e+76,,,1.0794825260805977e+47,,,,2.6922687063398784e+27,,,,2.197756335580518e+53,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.3992125131425782e+19,5.758228484427696e-10,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,8.474581632852293e-48,7.146877194187165e-20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,1.32640852989788e+84,,4.369492777737025e+56,,,,,3.714339499787499e-28,1.179999253442119e+47,,1736645224.6630309,,39572326566846.72,2.692584034016233e+31,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,2.5270184665811122e-14,,648123548571783.1,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,1.5429157021120714e-15,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.1728192857511052e+48,,7.238112573214903e+17,,,,,4.550094948245747e-54,,3.713904514647253e-32,,,,,,,
$S_{x}$,,2.293401865221052e-136,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,4.360334815998826e+135,,6.00303284182919e-151,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.6658246362271923e+150,,1.615091914763876e-88,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,6.191598080943885e+87,,1.921578329686856e+82,,,,3.3404743537866273e-52,,,3.060474496595204e-135,,,2.9678142452185166e-130,,,4.8281398803007966e-107,,,
"$S_{x,z}$",,,,5.204055356738759e-83,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.69289446843697e-80,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,4.948514444865612e+21,,1.2213343447354513e-05,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,2.0208084893791944e-22,1.0174723506012983e-14,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,2.993586820585646e+51,,2.7079029973560372e+79,98282769001931.84,81877.66145367887,,,,7.835840064869092e-65,,,1.0483164651189345e-44,,,5.128021582066163e-21,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,5.411815601054323e+31,3.301219219396718e-56,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.8478087091607137e-32,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,3.2674671888705684e+134,,,,,1.2761873541592077e+64,3.0291838667495254e+55,,,,,41.50293852882229,,,2.0051696875155407e+32,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,12.55031373349896,1.730196347238176e-28,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.07967928302308705,,7.88091268120516e-23,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,3.369483119137637e+129,,,,,9.53910420444028e+43,,,0.024094679447951284,5.779690851828747e+27,1.2688885671641253e+22,,,,1.7652645216053548e+16,5.3620113582675316e+26,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,3.649481696182296e-11,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,1.864971804765256e-27,,27401151266.112522,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.071191027584104e+106,,,,,1.950069795917442e+20,,,4.987109102167942e-33,,,5.664873381642468e-17,,,,,,
$S_{x}$,,0.08250952676023171,1.0403992250760005e-83,,,,,,,,,,,,,,,,,,
$S_{y}$,12.119812575170219,,6.363841001602811e-124,,,,,,,,,,,,,,,,,,
$S_{z}$,9.611694971485112e+82,1.571378040004673e+123,,1e-160,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1e+160,,3.0593931577897694e+42,,,,3.1125859252821523e-13,,,1.8800350222493242e-104,,,2.559924730028588e-84,,,2.486434017258998e-47,,,
"$S_{x,z}$",,,,3.2686220711902253e-43,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,5.645726750477537e-56,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,3212762712436.127,,1.7712511501117483e+55,26304635576657.906,3.696091198302056e+21,,,,5.103187789172994e-77,,,1.0638560390324336e-70,,,4.3664851996507945e-18,,,
"$S_{x,y,z}HF_{z}$",,,,,,,6.763771121888618e-12,,2.7055609462758633e-22,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,147846516681.1816,3.801611305679428e-14,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,2.0056538521317888e-19,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,4.985905214586806e+18,,1.4781304429018257e-51,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,5.319049848356405e+103,,,,,1.9595594779436026e+76,,6.765302783676027e+50,,,,1078234110.222622,,,2.7955969097154466e+47,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,3.9063648562386934e+83,,,,,9.399768044833303e+69,,,9.274423712986885e-10,3.4915979111345424e+23,1.854900285226339e+40,,,,1.575612290787727e+25,5.321527937846955e+20,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,8.982308748155005e-21,,5.391125377275889e-41,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,1.1132995180169054e+20,2.864018210146841e-24,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,1.8791595415443623e-21,,4.5502506404064454e+17,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,2.1976811367706907e-18,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,4.0218239979775646e+46,,,,,2.2901715092953344e+17,,,3.577053603560416e-48,,,6.346739015979941e-26,,,,,,
$S_{x}$,,4.037256666620377e-138,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,2.476929466159279e+137,,4.7786890344270976e-24,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.0926241335138203e+23,,,5.859807752653588e-84,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.7065406276292162e+83,7.592875344344956e+51,,,,9.894071505999994e-94,,,,1.6288152890264228e-133,,,4.579083272152575e-132,,6.978928589789736e-110,,,,
"$S_{y,z}$",,,,,1.3170241241281315e-52,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,1.8057812681760722e-118,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,7.338565223379974e-22,7.400254538940733e-39,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1.010706259191251e+93,5.537769261556518e+117,906234400614520.6,,1.3513048703094194e+38,,,1.4471650186123971e-64,,,9.239080807865298e-49,,4.6736944842651245e-57,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.1034672699710986e-15,1.3626641851108643e+21,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,1.2252862866813304e-43,,,,,,,,6.6572266137991544e+16,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.5021270237777272e-17,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,6.139431565611845e+132,,,6.910061998035596e+63,,,8.1613579689077e+42,,,,21853392217.56385,,51689764.11210034,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,2539.9393841779797,1.104058922246415e-13,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.0003937101830970024,,4.368844994501178e-27,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,2.1838432292363868e+131,,,1.0823587549409597e+48,,,,4.575948621817565e-11,9057487601887.338,2.2889344924313962e+26,,,6.847007050063456e-05,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,2.6534431611134917e-16,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,1.4328847001859471e+109,,,2.1396349362729828e+56,,,,1.9346190047052364e-08,,,14604.92143046256,,,1.0891347187042715e+57,3768688226132417.5,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,9.181600612178503e-58,,,,
$S_{x}$,,1.4285749121138527e-131,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,6.999982930683745e+130,,2.6142524482695563e-69,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.8251852863786234e+68,,3.911825115640147e-39,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,2.556351499462051e+38,,86959836044176.67,,,4.565862554264442e-96,,,,3.799503664091603e-133,,,2.1274385867331954e-152,,,3.041151601911928e-106,,,
"$S_{x,z}$",,,,1.1499561699863229e-14,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,3.9098883130297437e-97,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.1675542892144391e-15,4.185501224049426e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2.1901666730331516e+95,,2.557617813960285e+96,856491222067991.4,,70246301199333.1,,,2.7540168745219518e-67,,,9.348689715062836e-63,,,0.0016913057149749154,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2389200113606.731,1.423562497849344e-14,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,,,,,,,,2.1527799865151123e-30,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,4.6451565244193154e+29,2.4811700998981026e-58,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.63192271519781e+132,,,,3.631059813943886e+66,,,,,,,0.0007742280499676446,,,8.113860166024257e+55,,4.030356483987407e+57,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,619243934632.797,6.445556384020989e-12,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,4.700488212614201e+151,,,,1.0696686171846903e+62,,,,1291.6091066989766,155145644599.28918,1267875143.681133,,,,3.589200745845878e+47,6.882321949307014e+20,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.6148724986591689e-12,,7.887211962343645e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,1.452997995975313e-21,29824609990340.89,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,3.3529357142435853e-14,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3.288228049437965e+105,,,,591.2591621644414,,,,1.2324590016813095e-56,,,2.786135607369955e-48,,,,,,
$S_{x}$,,1.1651506398703015e-55,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,8.58258121980961e+54,,1.4453042337047595e-110,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.918958491090089e+109,,6.955817617895465e-50,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1.4376455147807018e+49,,4.1904310779557296e+37,,,,4.1131654480831126e-68,,,4.851269457302954e-131,,,,,,1.129721490476758e-72,2.4004994541634678e-119,,
"$S_{x,z}$",,,,2.386389327008911e-38,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.4406746290827254e-109,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,2.045763308295932e-24,5.184807143427908e-23,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,4.8881510189611045e+23,,7.65702690755248e-09,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,2.4312175443028607e+67,,6.941192548359778e+108,1.928712047211953e+22,130598992.54286982,,,,4.203313361863019e-62,,,,,,3704.3506251377976,1.3852491322898255e-62,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,4.700507123347633e-11,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,21274300277.792465,1.1247847702960452e-74,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.0613161334393214e+130,,,,,2.3790755385336625e+61,8.890589794675103e+73,,,,,,,,1.7083614404406951e+31,140779.5703440331,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,5.79088060764181e+23,9.435056643963717e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.726853077717354e-24,,1.3042776391285104e-13,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,105987.704974699,7667079232211.464,,,,,5.298085218657636e-15,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,4.1657997391567105e+118,,,,,7.218918075386149e+61,,,7.103303395203072e-06,,,188747435862001.44,,2.5224641954756746e+18,2.5770077454997686e+34,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,3.9643773806328484e-19,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,8.851739197932636e+71,,,,,0.000269952847663496,,,5.853562228272001e-32,,,,,,,3.880469516423849e-35,,
$S_{x}$,,2.595010334626195e-57,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,3.853549200389013e+56,,1.0826512794087007e+72,,,,,,,,,,,,,,,,,,1.566300542511362e-118
$S_{z}$,1e+160,9.236584475715566e-73,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,,2.4521406854098887e-18
"$S_{x,y}$",,6.384470750400356e+117,,4.078069443364113e+17,,,,,3.752572982995525e-106,,,1e-160,,,1e-160,,,7.230419907426687e-75,,,
"$S_{x,y,z}$",,,,,,,,,3.889993095785646e-72,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,19444060111.56358,,1.4378119643697683e-14,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,5.142958796991632e-11,2.069407341445928e-45,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,2.570698650039722e+71,4.832301403266908e+44,69550123714426.516,,,,1.177900543970944e-68,,,6.133171321855761e-84,,,7496.698681358961,,,2.66483824440302e+105
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,40.70810699231345,4.641573414103426e-62,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.02456513146604486,,,,,,,,,,,
