ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,z}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y}$","$S_{x,y,z}HF_{x,z}$"
"$S_{x,y,z}$",,,,,,,,,3.775244305160193e-81,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,3.8249799235949565e+41,,2.6488351989118954e+80,1.1199373428579738e+103,6.549329058946308,,116244610894.65875,,,,,,3.4527991972150446e+27,,330243.9388525102,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.1696801871759053e+111,,0.15268739606754245,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,4.6089741977209e-112,8.929070955416978e-104,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,7.50049973292306e-10,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,2.679332819664477e+31,,,,,8.602549333716668e-12,,1333244497.8439918,1.996726877246495e+16,,,,15706763179549.846,,3.994232831414165e-05,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,5.00819622050167e-17,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,153239485621596.16,1.1293911051930673e+31,2.4929296025411755e-20,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,6.5257332073625105e-15,,2.9069587338586054e+17,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,8.854328632498411e-32,3.4400213128331253e-18,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,6.169278070385102e-08,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,1.6485104974949978e+32,,,,,2.8962008587310235e-28,6.366684138346192e-14,,,4.011344720607621e+19,,,,16209352.027758047,24937958.636954915,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.3294037228584265e+41,,,,,3.0280646587327942e-06,25036.096847813154,,,,,,4.0099513138101286e-08,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,388385314790.6851,,5.64967788208859e-113,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.5747626439968156e-12,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.7700124164075654e+112,,,,,,,3.314623372752379e-62,,,4.06599535317825e-50,,3.6198376518859013e-48,,,,5.068106976020867e-83,,3.6803635833183835e+62,
"$S_{x,y}$",,,,,2.717122853113209e-63,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.0004569892643517e-145,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,4.172628248220753e-111,3.9507000732949363e-103,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,3.016934014948508e+61,3.33282564482012e+144,2.5311969561029895e+102,6467809.896822911,,,,4765381.9210172715,,6.320696010673823e-14,,,,0.013128571714405837,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.396571035117756e+110,,1.5461184171340838e-07,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.6419844787751273e+22,9.750951764498283e-08,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,6.090191551298774e-23,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,2.4594223877268676e+49,,,,2.0984676917281142e-07,10255409.155451331,,,,1.502725771927574e-10,,,,3.7165347800148417e-05,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.0063599750882094e-17,16018.695779811076,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,6.242705484552213e-05,2.621845760682244e-18,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,2.7625548330296233e+47,,,,15821042466071.615,,,6654574099.15371,9.936802185642848e+16,,3.814106897500274e+17,,,4.344049497140609e-13,90529245146.55412,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,8.274018607450625e-13,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,1.1046154183448019e-11,,,1208602551485.0977,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.973123307640069e+82,,,,76.16974806960235,,,26906.784388978773,,2301999552855.5366,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5702.016274273345,,1.9119937682779623e-56,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,0.00017537656013222064,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,5.230142569453301e+55,,,,,,2.1214850929016993e-62,,,1.7687140650470715e-75,6.445984829251383e-68,,,,6.763776968695707e-59,,,,38941833599176.45,
"$S_{x,y}$",,,,,2.56793249720308e-14,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,6.4888863889862995e-93,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,6.684043587970744e-113,6.592460342081323e-67,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,4.7136791266924815e+61,1.5410964841321887e+92,1.4961003572742963e+112,,25023.366912165708,,2859245.071501783,6.039891785393437e-14,,,,4895652679160442.0,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.5168843619987365e+66,3.996264785270867e-05,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,5.653825113746617e+74,,,3.4974266807943205e-07,,,,1.8299578221613038e-05,,,,0.04113069439640461,,,,,3.4335279980756826e+39
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.9124562274152098e-40,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.5513533253477062e+67,,,16556588023950.172,,,54646.06822571093,,3321661.3529826906,,,187521.7336545676,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,3.010541695052834e-07,,3.5937366978251536e+27,1.3012833939667772e+16,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.7826189954460964e-28,,2.7789678588595935e-14,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,7.68472113481478e-17,35984583154206.414,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,1.8059047323603305e-21,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,1.4784638887831852e+58,,,2.0426285636167526e-16,,,24.31274294477785,5.332715203252614e-06,,,,,5.5373906612061025e+20,902181.718292452,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.1084241452960135e-06,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.4126403002250973e-08,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,41448366.7501824,,5.917064253318316e-143,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,7.6453271934106844e-31,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.690027279050072e+142,,1.3079884937584815e+30,,,2.5364960866870904e-79,,,,1.3047343788099433e-59,7.984191947100828e-81,,,,,1.4289644125081596e-66,,,
"$S_{x,y,z}$",,,,,,,,2.4512708851367443e-56,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,8.694192196112609e+102,0.0036255980473693158,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,9.336148574860804e-124,1.150193114487537e-103,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,3.942446452996886e+78,,4.0795164910719973e+55,1.0711054906438325e+123,,275.81656513898065,,,5.897098699689445e-12,1.8369495580302625e-06,,,,,18.106263719439756,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,5.161457429174671e-17,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.9016823962031254e-10,,,,,,,,,1.9374372717821724e+16
"$S_{x,y,z}HF_{x,y,z}$",,,,7.66439526880641e+58,,,,169574913177.672,,,5258501640.424222,,4.2769287330364084e-18,,,,,7129312905.04549,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,1.2524748986816555e+80,,,,544380.7619150344,,,,2.3381264042949094e+17,,2664037144032.0674,7389554462193239.0,5.146110893249698,,36.19970267063744,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.7537014160639005e-13,,1.922743092576899e+16,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.353261560106558e-16,5.200902834396767e-17,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,0.19432150234300796,,,,1412461607.5607228,1.1618089519958068e-18,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,7.079838451163065e-10,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,6.998074908281104e+65,,,,0.05522950595966145,,,,1.4026597139428252e-10,0.02762453628689959,,,8.6072671266834e+17,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,8.606440464599716e-25,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.1619205455649543e+24,,,3.306745061226668e-86,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,3.024121852408666e+85,3.663793791279368e+32,,,,,5.273768337179187e-14,3.5955448618276964e-53,,,,1.3521525424893157e-50,,,,8.690037634309985e-12,,,
"$S_{x,z}$",,,,,2.7294112522932353e-33,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.4816346845962255e-47,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,18961773367065.953,2.872214033322605e+46,1.5785615641554298e+68,717.049573272469,,2.1549251482353145e-23,,,,2.1813028101775388e-11,,,,2.6417373298502877e+19,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.897167927916953e+46,,0.0013946037167781894,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.4516466593601777e-47,6.334881215323555e-69,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,3.957708668427969e-57,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,2.7812196438335564e+52,,,,4.6405324139397976e+22,,2.5267145304993036e+56,9200482607.57516,,0.06008076764828199,,,,1.0588368109923363e+37,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.0868995058766334e-10,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.016783475792319334,1.1670086760357317e-18,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,8.56891658592418e+17,6.498850050331853e-11,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,7.395615276949433e+49,,,,45844162274.68248,16.644261369196986,,,59.58241382024292,,15387337640.586685,25099220.82201499,,2.1935454583650167e+24,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,3.984187425941452e-08,,,28339313346.287647,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,3.5286670067854574e-11,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,115074300259.85187,,,,3.785387701875235e-20,9.444325977511163e-38,,,,4.558829616165607e-25,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,10359401949285.566,,,,,,,,,,,,,,,,,4.8969512080283225e-48,
$S_{z}$,1e+160,9.653066894165303e-14,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,1.933104654546074e-05,
"$S_{x,y}$",,2.0420869180002176e+47,,,51730.256696051314,,,4.480350361623675e-77,,,,1.37719759038764e-57,,,,1.1319568433589592e-91,,1.6474017465524992e-57,,,
"$S_{x,y,z}$",,,,,,,,1.619491038621024e-60,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,6.026406587885837e-69,7.337065391457265e-36,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.3629427388834859e+35,3.3354257941909054e-29,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,6.1747794594250265e+59,1.6593636446803642e+68,,2.9981179666525186e+28,,,3.4516988287678966e+18,,,,5.707528018414521e+19,,1003744963850035.1,,2.231968304455549e+76,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,0.620367329305918,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,4.6042800989573656e-14,,,,,,,,,1.6119482003006578
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,2.897124139758612e-19,,,21718921927153.15,,,,,3764728.47544187,,4686780.564049045,,7.261122201924052e+56,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.2606452039601357,29.49010947650425,,3.15803043402853e-18,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,143600.02706588397,0.44235158982410316,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,6.963786988293519e-06,,0.03390967404840369,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,1.0263727243376187e-09,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,1.752071994694802e-20,,,,2.656234059171104e-07,,,3.166530598390572e+17,,,1.7624101221481842e-05,974304924.7975304,8.834259060907379e+90,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,9.962690085779651e-16,,,,2.133660806888879e-07,,,,56740.482106463955,,,,6.07016474331589e+56,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.0051091492073296e-18,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,9.949168215100232e+17,,7.990126950168455e-77,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,7.387094837034816e-28,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.2515445702385456e+76,,1.3537121453843425e+27,,,4.299208872188742e-72,,,2.8478980783136235e-68,1.142690474981287e-55,,,9.003065932365513e-59,,,,4.573858960999157e-65,,
"$S_{x,y,z}$",,,,,,,,1.4859255077867208e-81,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2.3260093420185386e+71,,6.729812462062754e+80,4.351993896203313e+46,,2.168224245713672e+30,,39717.59092180904,310838.7739393814,,,1.0236287035404259e-07,,,,8.515630115442125e-11,,
"$S_{x,y,z}HF_{y}$",,,,,,,0.023680240413393252,4.61206907900271e-31,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,2.297797340369438e-47,42.2293009928401,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,3.511361616537021e+67,,,,2.51777607047888e-05,,,,4.687359743914479e-06,,,2.1224074558226548e-14,,,,2.3167360861290342e-17,,2.634865792316627e+29
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,3.795259716513986e-30,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,8.751276237043775e+54,,,,3.2171018670760044e-06,,,213339.71673462514,,,,674.0216697755759,,,,0.00011411625978159167,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.2773966358248025e-14,,4.231104190805799e-39,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,78284220574474.1,7.583038423189579e-26,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.1107327298415715e+58,,,,9769167.243369581,,,47116306402739.97,0.0014836318249722782,1.3187326032028463e+25,2.3634492437529728e+38,,,,,5.492855793127618e-06,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,2.1863376385824335e+64,,,,11743112211.821106,,,4.316417420125183e+16,8762.993125729065,,,182054.6611202044,178.55606100765374,,2781887893715937.5,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.005600481968277377,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,3.5946811597222166e-16,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.512316856601299e-43,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.9803896446120075e+42,,3.410387338077272e-154,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,5.207033390081956e-68,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.9322182522639375e+153,,1.9204793307159118e+67,,,,4.7983016922717336e-23,1.5201097721300536e-19,,,,6.508821299897874e-09,,,1.9082243760240852e-21,0.00022273970824401615,,,
"$S_{x,y,z}$",,,,,,,,,3.403998425734894e-69,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,6.354905594500202e-86,1.1976648194180754e-63,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,2.0840707069558076e+22,,2.9377216876476924e+68,8.34958148379012e+62,300551.29779448535,,11696.45594766479,,,,5.578121048591477,,,0.0003212890688702008,10660884224182.652,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.573587498869285e+85,,3.3272190382747647e-06,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,6.578472280977117e+18,,,,,8.549598309731172e-05,,2.459168157921121e+16,25.098585268961784,,1.749921951254787,,,38920019.28630409,3.7139862931420503e+18,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,4.0664156974338784e-17,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,0.03984288314595373,,,,3.631785806769747e-17,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,219404068490.07086,0.07822923475251256,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,153637648.6501005,,,,,0.1792718356752958,0.5714540578698077,,2.753466347426032e+16,36484462.77439307,,12.782944933101012,,1476.470611454469,3.9558791321146184e+16,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.7408927635405902e-08,4.557800622759441e-12,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,5.2404738801396495e+20,,,,,3112.4619443682195,2.5693717997511345e-08,,,,0.00067729082600222,,,,304795074345.151,54951934344314.56,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,1.8197721553062345e-14,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,4489.54525389105,,,,,9.380084981428151e-14,2.6925247458412e-19,,,,2.527883099060838e-17,,,3.2808929151774825e-12,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1e-160,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,4.523898099248802e-33,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,2.2104830348987103e+32,,,,1.6065291245547125e-09,1.3596595101714646e-25,,,,,,5.305207947570677e-21,,1.540190259859257e-20,,,
"$S_{x,y,z}$",,,,,,,,,9.845089615285901e-60,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,622459926.0079855,,1.0157347866568505e+59,7.032801514459558e+150,4236370091662570.0,,1049514790.6727856,,,,,,30.169447726006133,,7.373573475914962e+19,,,
"$S_{x,y,z}HF_{z}$",,,,,,,7.944344343606509e+131,,2.3605114245520237e-16,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.2587571192137276e-132,1.4219084641362098e-151,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,7.354782521058463e+24,,,,,9.528212550096178e-10,,2.9345141207652894,125800.25543880764,,,,0.00021910216505687788,,16357640.223047566,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,0.3407719161832525,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,7.94910945539713e-06,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,4.698396335740761e-09,,1.1382347946680443e-21,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,212838579.06856158,8795.366113112499,1.506535191692215e-14,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.00011369623357794718,8.785533570792315e+20,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,1.8849402509432508e+20,,,,,0.03314611553654652,4564.080869490289,,,66377473657070.734,,,,1.5332382649431704e+35,3.8905230138946974e+21,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,6.522143510663458e-36,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,6.492704349989723e+19,,,,,1.3561945280214534e-20,6.113351231377625e-08,,,,,,2.5703485018044582e-22,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e+160,,1.2341997884755503e-101,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,8.102415908166477e+100,,,,,,,1.7629852429998071e-93,6.775961137851392e-83,,,4.7203511774881545e-61,,,,,1.8351882479290666e-61,,1.9484860559474962e+44,
"$S_{x,y}$",,,,,5.132189665651607e-45,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,2.1646944809816007e-84,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,5.672197223264616e+92,4.619589548482337e+83,2.261163625356091e+72,3.3909150131295503e+33,,1331.734735445954,,,24.597203294590578,,,,,3.00065524066111e+33,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.0110921044643157e+43,,2.949056511673166e-34,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,9.89029580573975e-44,4.422501710120685e-73,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,8.114765663126955e-17,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,1.475805394475879e+82,,,,0.0007509002907137757,,1.2323214760765606e+16,8505397353.768925,10.353745950128912,,,,,6.457182104449633e+37,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.1757240237069917e-10,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,2.118486448146282e+60,,,,0.04065502846089499,0.0965834012942484,,,,3.293254260196243e+16,741564978745.5288,2757946441085.5103,,9.351913478462704e+18,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.3484994958791793e-12,6.759216101686651e-19,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.036510153760222e-17,,1.479461501091031e+18,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,7.362752448056573e-09,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,3.6258862213669617e-13,,,,135818772.53851634,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,5.449032278451316e+60,,,,3.3326054471345337e-34,1.5486631534069664e-38,,,1.0692998842461308e-19,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.3936907234989566e-71,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.177649143153543e+70,,,6.558167910134839e-90,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1.5248160975790565e+89,1.8548986167247457e+20,,,,5.608331522248028e-45,,,,2.977187441594361e-26,,,5.505941540190563e-35,,,980811231999015.1,6.366160614555842e-28,,
"$S_{x,z}$",,,,,5.391130226652129e-21,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,8.464980150657913e-70,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,2.6463926373668537e-53,2.516508132256605e-83,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1.7830614970478115e+44,1.1813376785322742e+69,3.778728771687464e+52,,8.588723894106705e+19,,,0.8927958370377157,,,2.3261086980855385e-08,,,51557022.82476932,1.895372033741063e+16,,
"$S_{x,y,z}HF_{y}$",,,,,,,3.973760256054802e+82,1.1643173215594537e-20,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.9616099071525413e-13,,,,,,,,,1127274.0326109384
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,8.870957469709895e-07,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,3.358874842843197e+25,,,1.1200769073005383,,,5097853535270.897,,,,1.9791100600449153e-10,,,53670.73890432433,0.39171555325333846,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,1.8162197922017705e+34,,,42990252.38257489,,,,5052776094.611461,1.1142752135235678e+24,4515.933547742983,,,,635361044.7328655,9068485.823201062,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,222999.24106274746,,0.00022143815656893129,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,4.484320194249542e-06,8.97444354736918e-25,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,1.5708054831566144e+27,,,5.2760090483461007e-17,,,,2.552872847898534,,,1.1027199242475217e-07,9.101205773108228,,4865793.625430659,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.10987555110057486,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.019564180522154e-15,,,1.9395999714699862e-08,,,,1.8632126563091317e-05,,,1.5739082656860798e-09,,,,2.055163200456313e-07,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,0.005445784059103796,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,183.62828734060534,,1e-160,,,,,,,,,,,,,,,,,
